Class,Peak,File,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,Reference_Peaks,Detected_Peaks,%_Signals_with_Peak,Method
Class1,P1,Class1_it2_example_0001,31.0,0.3893536125264794,31.003735743257998,0.0,1.0,3.0,0.0,4,39,"[4, 39, 59, 108]",1.0,concave
Class1,P1,Class1_it2_example_0002,32.333333333333336,0.4108737281402997,32.337810133287576,0.0,1.0,2.0,0.0,3,40,"[4, 40, 101]",1.0,concave
Class1,P1,Class1_it2_example_0003,33.333333333333336,0.4193418708708306,33.33789478428208,0.0,1.0,2.0,0.0,3,40,"[4, 40, 104]",1.0,concave
Class1,P1,Class1_it2_example_0004,33.333333333333336,0.4176967594548639,33.33765727394255,0.0,1.0,2.0,0.0,3,42,"[4, 42, 104]",1.0,concave
Class1,P1,Class1_it2_example_0005,32.0,0.43477816874267994,32.00487546555944,0.0,1.0,2.0,0.0,3,39,"[4, 39, 100]",1.0,concave
Class1,P1,Class1_it2_example_0006,31.666666666666668,0.40549573264021377,31.670995696460494,0.0,1.0,2.0,0.0,3,41,"[4, 41, 99]",1.0,concave
Class1,P1,Class1_it2_example_0007,33.333333333333336,0.43023166351260195,33.33769487114397,0.0,1.0,2.0,0.0,3,42,"[4, 42, 104]",1.0,concave
Class1,P1,Class1_it2_example_0008,32.25,0.31617486011514917,32.253380321972685,0.0,1.0,3.0,0.0,4,38,"[4, 38, 71, 100]",1.0,concave
Class1,P1,Class1_it2_example_0009,33.0,0.3219000713818107,33.0034154804638,0.0,1.0,3.0,0.0,4,38,"[4, 38, 70, 104]",1.0,concave
Class1,P1,Class1_it2_example_0010,34.333333333333336,0.4185921821269651,34.33772316164683,0.0,1.0,2.0,0.0,3,41,"[4, 41, 107]",1.0,concave
Class1,P1,Class1_it2_example_0011,30.333333333333332,0.4040262526832825,30.338526721465467,0.0,1.0,2.0,0.0,3,35,"[4, 35, 95]",1.0,concave
Class1,P1,Class1_it2_example_0012,33.0,0.15434573736765567,33.00036094661153,0.0,1.0,1.0,0.0,2,36,"[36, 102]",1.0,concave
Class1,P1,Class1_it2_example_0013,21.5,0.11980481842324758,21.50033379263023,0.0,1.0,1.0,0.0,2,36,"[36, 79]",1.0,concave
Class1,P1,Class1_it2_example_0014,59.285714285714285,0.41773123682373725,59.28802240893958,0.0,1.0,6.0,0.0,7,41,"[4, 41, 60, 85, 125, 141, 172]",1.0,concave
Class1,P1,Class1_it2_example_0015,51.333333333333336,0.3992921619949871,51.33728136967742,0.0,1.0,5.0,0.0,6,23,"[4, 23, 58, 64, 127, 132]",1.0,concave
Class1,P1,Class1_it2_example_0016,71.8,0.5469251507343512,71.80441501403652,0.0,1.0,4.0,0.0,5,29,"[4, 29, 79, 168, 174]",1.0,concave
Class1,P1,Class1_it2_example_0017,86.7,0.6772947154338966,86.70394757888866,0.0,1.0,9.0,0.0,10,27,"[4, 27, 86, 91, 113, 131, 149, 155, 160, 175]",1.0,concave
Class1,P1,Class1_it2_example_0018,83.22222222222223,0.6039524054394584,83.22568537266076,0.0,1.0,8.0,0.0,9,28,"[4, 28, 87, 90, 105, 143, 150, 171, 175]",1.0,concave
Class1,P1,Class1_it2_example_0019,25.75,0.3105782347769247,25.75504404975616,0.0,1.0,3.0,0.0,4,28,"[4, 28, 51, 84]",1.0,concave
Class1,P1,Class1_it2_example_0020,50.2,0.46487032454912847,50.20340280323689,0.0,1.0,4.0,0.0,5,37,"[4, 37, 66, 103, 160]",1.0,concave
Class1,P1,Class1_it2_example_0021,68.1,0.6361352457145539,68.10422432143737,0.0,1.0,9.0,0.0,10,37,"[4, 7, 37, 83, 90, 111, 123, 140, 157, 173]",1.0,concave
Class1,P1,Class1_it2_example_0022,43.0,0.27047225274208314,43.00095922882597,0.0,1.0,2.0,0.0,3,41,"[41, 85, 126]",1.0,concave
Class1,P1,Class1_it2_example_0023,36.75,0.3442970607454461,36.752869532755966,0.0,1.0,3.0,0.0,4,45,"[4, 45, 78, 118]",1.0,concave
Class1,P1,Class1_it2_example_0024,42.75,0.47008011830667285,42.75362967048181,0.0,1.0,3.0,0.0,4,46,"[4, 46, 87, 134]",1.0,concave
Class1,P1,Class1_it2_example_0025,43.666666666666664,0.5017832517780219,43.6714094593246,0.0,1.0,2.0,0.0,3,43,"[5, 43, 136]",1.0,concave
Class1,P1,Class1_it2_example_0026,44.0,0.4452959954601475,44.00393776414511,0.0,1.0,3.0,0.0,4,41,"[4, 41, 88, 133]",1.0,concave
Class1,P1,Class1_it2_example_0027,43.4,0.41454879695784996,43.403105714285374,0.0,1.0,4.0,0.0,5,44,"[4, 44, 87, 91, 131]",1.0,concave
Class1,P1,Class1_it2_example_0028,39.75,0.3994139525953557,39.75367558289054,0.0,1.0,3.0,0.0,4,45,"[10, 45, 88, 126]",1.0,concave
Class1,P1,Class1_it2_example_0029,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,58,[58],1.0,concave
Class1,P1,Class1_it2_example_0030,65.7,0.505573909352443,65.70314747031222,0.0,1.0,9.0,0.0,10,28,"[3, 28, 43, 50, 87, 93, 100, 144, 166, 173]",1.0,concave
Class1,P1,Class1_it2_example_0031,66.84615384615384,0.45645706896589355,66.84843119326806,0.0,1.0,12.0,0.0,13,27,"[4, 27, 48, 54, 58, 80, 86, 105, 113, 130, 144, 150, 175]",1.0,concave
Class1,P1,Class1_it2_example_0032,71.0,0.5217233899826975,71.00249056820438,0.0,1.0,13.0,0.0,14,34,"[3, 34, 39, 53, 74, 81, 87, 93, 133, 139, 160, 165, 172, 175]",1.0,concave
Class1,P1,Class1_it2_example_0033,73.22222222222223,0.5437780719593178,73.22521219327456,0.0,1.0,8.0,0.0,9,34,"[4, 34, 83, 91, 96, 103, 152, 168, 174]",1.0,concave
Class1,P1,Class1_it2_example_0034,65.42857142857143,0.3547740737421668,65.42960941363381,0.0,1.0,6.0,0.0,7,31,"[31, 54, 78, 83, 88, 167, 174]",1.0,concave
Class1,P1,Class1_it2_example_0035,31.75,0.353178590966722,31.75317266329087,0.0,1.0,3.0,0.0,4,39,"[4, 39, 75, 95]",1.0,concave
Class1,P1,Class1_it2_example_0036,35.5,0.41026338105741955,35.50375239450202,0.0,1.0,3.0,0.0,4,40,"[4, 40, 74, 112]",1.0,concave
Class1,P1,Class1_it2_example_0037,38.833333333333336,0.4347038579648667,38.836601427071365,0.0,1.0,5.0,0.0,6,39,"[4, 39, 64, 74, 105, 111]",1.0,concave
Class1,P1,Class1_it2_example_0038,50.0,0.4394306784082513,50.00334300424936,0.0,1.0,4.0,0.0,5,38,"[5, 38, 73, 109, 149]",1.0,concave
Class1,P1,Class1_it2_example_0039,46.666666666666664,0.40288993910649024,46.670601366586446,0.0,1.0,5.0,0.0,6,29,"[6, 29, 49, 72, 89, 163]",1.0,concave
Class1,P1,Class1_it2_example_0040,28.666666666666668,0.1245671747358238,28.66694818147103,0.0,1.0,2.0,0.0,3,29,"[29, 63, 81]",1.0,concave
Class1,P1,Class1_it2_example_0041,32.2,0.27327160698114417,32.203125241369094,0.0,1.0,4.0,0.0,5,33,"[4, 33, 64, 82, 85]",1.0,concave
Class1,P1,Class1_it2_example_0042,65.6,0.5309230090387056,65.60310617226506,0.0,1.0,4.0,0.0,5,43,"[4, 43, 105, 153, 160]",1.0,concave
Class1,P1,Class1_it2_example_0043,27.5,0.31453698353275394,27.503755613998692,0.0,1.0,3.0,0.0,4,35,"[4, 35, 58, 91]",1.0,concave
Class1,P1,Class1_it2_example_0044,27.0,0.12701181992775634,27.00034264915854,0.0,1.0,2.0,0.0,3,28,"[28, 56, 81]",1.0,concave
Class1,P1,Class1_it2_example_0045,29.25,0.37514548020534055,29.254679760429354,0.0,1.0,3.0,0.0,4,30,"[4, 30, 58, 93]",1.0,concave
Class1,P1,Class1_it2_example_0046,28.0,0.32842551045365853,28.004498493556625,0.0,1.0,3.0,0.0,4,29,"[3, 29, 57, 87]",1.0,concave
Class1,P1,Class1_it2_example_0047,27.5,0.2946262737144958,27.504665421510918,0.0,1.0,3.0,0.0,4,29,"[4, 29, 57, 86]",1.0,concave
Class1,P1,Class1_it2_example_0048,29.0,0.4255890054686784,29.005972911867165,0.0,1.0,2.0,0.0,3,30,"[3, 30, 90]",1.0,concave
Class1,P1,Class1_it2_example_0049,26.75,0.33609789853173583,26.754693904881456,0.0,1.0,3.0,0.0,4,30,"[4, 30, 52, 89]",1.0,concave
Class1,P1,Class1_it2_example_0050,28.0,0.5041946737999461,28.00556701213013,0.0,1.0,2.0,0.0,3,61,"[32, 61, 116]",1.0,concave
Class1,P1,Class1_it2_example_0051,28.0,0.41248087527577165,28.006088293417395,0.0,1.0,2.0,0.0,3,30,"[4, 30, 88]",1.0,concave
Class1,P1,Class1_it2_example_0052,31.666666666666668,0.44193779117813065,31.671818986700156,0.0,1.0,2.0,0.0,3,37,"[4, 37, 99]",1.0,concave
