Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,%_Signals_with_Peak
Class1,P1,concave_tuned,0.029166666666666667,3.3886484741500283e-05,0.029166697144033905,0.029166697144033905,240.0,0.0,10.0,0.96,0.96
Class1,P2,concave_tuned,18.06269113149847,0.06643319374073779,18.062878717117158,14.220336160498618,50.0,116.0,200.0,0.668,0.436
Class1,P3,concave_tuned,14.189502623083131,0.053735420406419494,14.18965622002813,1.2118732999948771,225.0,330.0,25.0,2.28,0.944
Class2,P1,concave_tuned,21.86388198757764,0.024468031308586876,21.863904450773376,11.117405311990058,150.0,273.0,100.0,1.7,0.92
Class2,P2,concave_tuned,12.936466666666668,0.019819082908846757,12.936490880387133,2.2120110108166178,224.0,305.0,26.0,2.132,1.0
Class2,P3,concave_tuned,24.90305683563748,0.12138886390905346,24.903540833810524,15.626095373751784,58.0,273.0,192.0,1.324,0.62
Class3,P1,concave_tuned,43.38722222222222,0.19312957272222647,43.38785716565905,37.650599775604725,15.0,68.0,235.0,0.336,0.24
Class3,P2,concave_tuned,3.6333333333333333,0.007134381623320072,3.6333449881677153,1.5000102155008272,235.0,74.0,15.0,1.252,1.0
Class3,P3,concave_tuned,10.961711711711713,0.02527793451260015,10.961755931750776,6.4486616170460085,145.0,114.0,105.0,1.048,0.74
Class4,P1,concave_tuned,,,,,0.0,0.0,0.0,2.4,1.0
Class4,P2,concave_tuned,0.0,0.0,0.0,0.0,23.0,0.0,27.0,0.46,0.46
Class4,P3,concave_tuned,,,,,0.0,0.0,0.0,2.4,1.0
