Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,Peak_Count,Num_Signals_in_Class,Num_Signals_with_Peak
Class1,P1,modified_scholkmann_1_99,37.26266666666666,0.15178914095389273,37.26305913351145,35.09635632386351,2.212,250.0,250.0
Class1,P2,modified_scholkmann_1_99,25.75733333333333,0.11571118488962064,25.757799458448186,24.488517854943876,2.212,250.0,250.0
Class1,P3,modified_scholkmann_1_99,25.14,0.14772593747357246,25.14050903409156,23.06447526864299,2.212,250.0,250.0
Class2,P1,modified_scholkmann_1_99,36.976333333333336,0.06300168347092658,36.97642474824901,35.98809374267802,2.128,250.0,250.0
Class2,P2,modified_scholkmann_1_99,11.224333333333334,0.02260910540499062,11.224371568991687,10.264036780732981,2.128,250.0,250.0
Class2,P3,modified_scholkmann_1_99,21.811,0.14683255102041765,21.81161036000608,20.744615073743695,2.128,250.0,250.0
Class3,P1,modified_scholkmann_1_99,39.867066666666666,0.35477378949306104,39.86895460490909,38.90593931875161,2.12,250.0,250.0
Class3,P2,modified_scholkmann_1_99,8.613733333333334,0.016251025718518358,8.613757702215711,7.68002219553245,2.12,250.0,250.0
Class3,P3,modified_scholkmann_1_99,17.3324,0.12386900694754578,17.332941003596044,16.388546019763925,2.12,250.0,250.0
Class4,P1,modified_scholkmann_1_99,,,,,2.04,50.0,50.0
Class4,P2,modified_scholkmann_1_99,1.02,0.000990381644779289,1.0200006928043281,0.5000004885276558,2.04,50.0,50.0
Class4,P3,modified_scholkmann_1_99,,,,,2.04,50.0,50.0
