Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,%_Signals_with_Peak
Class1,P1,concave_d2x=0-002,0.05,0.00012524281011586948,0.05000030007951369,0.028000028453327063,250.0,2.0,0.0,1.016,1.0
Class1,P2,concave_d2x=0-002,4.223026315789474,0.013907691307292603,4.22306640821076,3.9342523210334437,127.0,44.0,123.0,0.688,0.608
Class1,P3,concave_d2x=0-002,4.175373134328358,0.023649833393123165,4.175463892031293,3.393122780347104,185.0,66.0,65.0,1.04,0.804
Class2,P1,concave_d2x=0-002,0.9027181688125895,0.0018641656148320393,0.9027214296387563,0.5879856639866144,229.0,22.0,21.0,1.024,0.932
Class2,P2,concave_d2x=0-002,4.223229706390328,0.026084379280419425,4.223369241932302,3.570086801130145,165.0,67.0,85.0,0.94,0.772
Class2,P3,concave_d2x=0-002,7.53880407124682,0.056309929742146936,7.539052993881825,6.450616758862391,102.0,65.0,148.0,0.68,0.524
Class3,P1,concave_d2x=0-002,4.561855670103093,0.04608078581142117,4.562141486134485,4.412657784431387,79.0,25.0,171.0,0.42,0.388
Class3,P2,concave_d2x=0-002,1.8859259259259258,0.006794444894019716,1.8859495027281283,1.6622456226982636,208.0,32.0,42.0,0.972,0.9
Class3,P3,concave_d2x=0-002,1.4236111111111112,0.0041788324701755,1.4236229765507538,1.180567275282851,141.0,17.0,109.0,0.636,0.576
Class4,P1,concave_d2x=0-002,,,,,0.0,0.0,24.0,0.84,0.52
Class4,P2,concave_d2x=0-002,75.33333333333333,0.6562571297770695,75.33620567815893,72.66945612450264,0.0,4.0,50.0,0.08,0.06
Class4,P3,concave_d2x=0-002,,,,,0.0,0.0,46.0,0.12,0.08
