Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,%_Signals_with_Peak
Class1,P1,curvature,5.097533333333334,0.08402963536578666,5.098390203471238,2.788267311540748,168.0,420.0,82.0,2.432,1.0
Class1,P2,curvature,6.400136612021857,0.037465878464982776,6.400301355512573,3.6927169108112787,188.0,291.0,62.0,2.032,0.976
Class1,P3,curvature,12.490955687830688,0.08458260365812034,12.491284799924054,6.391860674445471,193.0,615.0,57.0,3.38,0.96
Class2,P1,curvature,5.456695238095238,0.08606243105775319,5.457568267249156,2.9603552694062394,166.0,391.0,84.0,2.324,1.0
Class2,P2,curvature,10.25816250266923,0.07259005170325705,10.25852233131418,6.507003122836536,165.0,414.0,85.0,2.484,0.892
Class2,P3,curvature,18.933740693917684,0.1672262582539949,18.934530202931214,12.535936048650703,137.0,607.0,113.0,3.1,0.904
Class3,P1,curvature,4.869166666666667,0.08277925604599592,4.8699582446301495,2.8244584560575072,164.0,304.0,86.0,1.944,1.0
Class3,P2,curvature,7.331433027756558,0.04995093012237747,7.331660089228001,3.449653615313765,200.0,487.0,50.0,2.92,0.952
Class3,P3,curvature,12.146215277777777,0.10605540100817751,12.146721402635404,7.0211421652642025,190.0,494.0,60.0,2.872,0.96
Class4,P1,curvature,,,,,0.0,0.0,7.0,3.94,0.86
Class4,P2,curvature,60.97905982905983,0.5365545047391358,60.98149140492476,54.15606155196303,0.0,100.0,50.0,2.0,0.78
Class4,P3,curvature,,,,,0.0,0.0,20.0,1.5,0.6
