Class,Peak,File,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,Reference_Peaks,Detected_Peaks,%_Signals_with_Peak,Method
Class1,P1,Class1_it2_example_0001,2.0,0.005350876829942397,2.0000071579579033,2.0000071579579033,1.0,0.0,0,1,39,[41],0.728,modified_scholkmann0-5
Class1,P1,Class1_it2_example_0002,1.0,0.0018786116399367447,1.00000176458929,1.00000176458929,1.0,0.0,0,1,40,[41],0.728,modified_scholkmann0-5
Class1,P1,Class1_it2_example_0003,,,,,,,1,0,40,[],0.728,modified_scholkmann0-5
Class1,P1,Class1_it2_example_0004,,,,,,,1,0,42,[],0.728,modified_scholkmann0-5
Class1,P1,Class1_it2_example_0005,,,,,,,1,0,39,[],0.728,modified_scholkmann0-5
Class1,P1,Class1_it2_example_0006,,,,,,,1,0,41,[],0.728,modified_scholkmann0-5
Class1,P1,Class1_it2_example_0007,,,,,,,1,0,42,[],0.728,modified_scholkmann0-5
Class1,P1,Class1_it2_example_0008,,,,,,,1,0,38,[],0.728,modified_scholkmann0-5
Class1,P1,Class1_it2_example_0009,,,,,,,1,0,38,[],0.728,modified_scholkmann0-5
Class1,P1,Class1_it2_example_0010,,,,,,,1,0,41,[],0.728,modified_scholkmann0-5
Class1,P1,Class1_it2_example_0011,,,,,,,1,0,35,[],0.728,modified_scholkmann0-5
Class1,P1,Class1_it2_example_0012,,,,,,,1,0,36,[],0.728,modified_scholkmann0-5
Class1,P1,Class1_it2_example_0013,1.0,0.0030133829230639675,1.0000045402280138,1.0000045402280138,1.0,0.0,0,1,36,[37],0.728,modified_scholkmann0-5
Class1,P1,Class1_it2_example_0014,0.0,0.0,0.0,0.0,1.0,0.0,0,1,41,[41],0.728,modified_scholkmann0-5
Class1,P1,Class1_it2_example_0015,4.0,0.042858041925529,4.000229594880485,4.000229594880485,0.0,1.0,1,1,23,[27],0.728,modified_scholkmann0-5
Class1,P1,Class1_it2_example_0016,1.0,0.0035034530257548324,1.00000613707272,1.00000613707272,1.0,0.0,0,1,29,[30],0.728,modified_scholkmann0-5
Class1,P1,Class1_it2_example_0017,3.0,0.021922831185474112,3.000080100685178,3.000080100685178,1.0,0.0,0,1,27,[30],0.728,modified_scholkmann0-5
Class1,P1,Class1_it2_example_0018,2.0,0.013792093402725247,2.0000475548947403,2.0000475548947403,1.0,0.0,0,1,28,[30],0.728,modified_scholkmann0-5
Class1,P1,Class1_it2_example_0019,2.0,0.012511055241628655,2.0000391312430015,2.0000391312430015,1.0,0.0,0,1,28,[30],0.728,modified_scholkmann0-5
