Class,Peak,Method,Range,Dataset,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,%_Signals_with_Peak
Class1,P1,concave,avg,it1_smooth_3Hz,3.1337792642140467,0.032713241827741234,3.1339916700297006,3.1339916700297006,184.0,115.0,116.0,0.9966666666666667,0.9966666666666667
Class1,P2,concave,avg,it1_smooth_3Hz,9.26984126984127,0.032487378196097864,9.269919314092768,9.269919314092768,32.0,31.0,268.0,0.21,0.21
Class1,P3,concave,avg,it1_smooth_3Hz,1.528225806451613,0.002251531641091135,1.5282293583420035,1.5282293583420035,224.0,24.0,76.0,0.8266666666666667,0.8266666666666667
Class2,P1,concave,avg,it1_smooth_3Hz,4.896551724137931,0.04377885816652257,4.89682501294349,4.89682501294349,40.0,134.0,260.0,0.58,0.58
Class2,P2,concave,avg,it1_smooth_3Hz,2.876470588235294,0.007737711501997311,2.8764888950414744,2.8764888950414744,119.0,51.0,181.0,0.5666666666666667,0.5666666666666667
Class2,P3,concave,avg,it1_smooth_3Hz,1.4370860927152318,0.002293917273578193,1.437089301387521,1.437089301387521,137.0,14.0,163.0,0.5033333333333333,0.5033333333333333
Class3,P1,concave,avg,it1_smooth_3Hz,4.291666666666667,0.03652233697750704,4.291845809818613,4.291845809818613,6.0,18.0,294.0,0.08,0.08
Class3,P2,concave,avg,it1_smooth_3Hz,2.703252032520325,0.009893346140787568,2.7032803610038036,2.7032803610038036,181.0,65.0,119.0,0.82,0.82
Class3,P3,concave,avg,it1_smooth_3Hz,1.4272727272727272,0.0030440847550895047,1.4272788690212324,1.4272788690212324,104.0,6.0,196.0,0.36666666666666664,0.36666666666666664
Class4,P1,concave,avg,it1_smooth_3Hz,,,,,0.0,0.0,70.0,0.3,0.3
Class4,P2,concave,avg,it1_smooth_3Hz,8.0,0.004225211629846237,8.000001115775754,8.000001115775754,0.0,1.0,100.0,0.01,0.01
Class4,P3,concave,avg,it1_smooth_3Hz,,,,,0.0,0.0,99.0,0.01,0.01
