Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,%_Signals_with_Peak
Class1,P1,concave_tuned,2.942857142857143,0.01835383818452968,2.9429246306468686,2.9429246306468686,88.0,52.0,162.0,0.56,0.56
Class1,P2,concave_tuned,21.958333333333332,0.09159092470141023,21.958551164510062,21.52799159396583,4.0,33.0,246.0,0.148,0.144
Class1,P3,concave_tuned,5.340277777777778,0.013991420592413524,5.340307602957211,3.4398366143396037,166.0,77.0,84.0,0.972,0.864
Class2,P1,concave_tuned,23.26530612244898,0.03709206474740168,23.265414366129516,20.353856181931995,32.0,142.0,218.0,0.696,0.588
Class2,P2,concave_tuned,13.135367762128325,0.028977685658463585,13.135422638001359,7.962486315564708,105.0,205.0,145.0,1.24,0.852
Class2,P3,concave_tuned,26.916666666666668,0.06583368202648891,26.91680442830026,25.096621547869365,37.0,88.0,213.0,0.5,0.456
Class3,P1,concave_tuned,35.529411764705884,0.15655206946234704,35.52980007443831,35.52980007443831,0.0,17.0,250.0,0.068,0.068
Class3,P2,concave_tuned,4.605140186915888,0.01111401006295482,4.605161266955889,4.126189464137589,170.0,52.0,80.0,0.888,0.856
Class3,P3,concave_tuned,15.797872340425531,0.027496685392937207,15.797908007446088,14.787263950645096,27.0,22.0,223.0,0.196,0.188
Class4,P1,concave_tuned,,,,,0.0,0.0,1.0,0.98,0.98
Class4,P2,concave_tuned,1.0,0.0032938662467601834,1.0000093002713542,1.0000093002713542,6.0,0.0,44.0,0.12,0.12
Class4,P3,concave_tuned,,,,,0.0,0.0,1.0,0.98,0.98
