Sample_no,ICP
0,0.017466663376597705
1,0.017848869591299762
2,0.018160960260585942
3,0.018264870782504355
4,0.018696259784922356
5,0.014641067932986319
6,0.008726655092723468
7,0.004124308011879983
8,0.0029320656861599
9,0.0032619827214179034
10,0.0031915133921576397
11,0.004724008022403029
12,0.011397130131293596
13,0.02454050346212218
14,0.04456737181305692
15,0.07364327752195192
16,0.11405406774196516
17,0.1654914568273566
18,0.22641159486557844
19,0.29634712290282705
20,0.37432827520498957
21,0.4565854525996385
22,0.5383946568107694
23,0.6171120192890835
24,0.6914915146693467
25,0.7594834845715686
26,0.8186566990727784
27,0.8675151943669125
28,0.905054758941176
29,0.9308581545996706
30,0.9469038012011826
31,0.9568720070918473
32,0.9619707728965197
33,0.9598805943961763
34,0.9496610229725796
35,0.9351710774519638
36,0.9215116587681729
37,0.910358161851319
38,0.9007817752715572
39,0.8922336574038107
40,0.8844389858886527
41,0.8765100130285716
42,0.8685518562664793
43,0.8625881232009792
44,0.8600970022918177
45,0.860082116404928
46,0.8607226809246488
47,0.8611567893033313
48,0.8609244535589632
49,0.8599937970749314
50,0.860046206310475
51,0.8630133929366182
52,0.8675358011352852
53,0.8698527689124711
54,0.8691674940196249
55,0.8690043471611072
56,0.8721103339808091
57,0.8771736940774124
58,0.8818756588460398
59,0.8860424259191277
60,0.8903009314773156
61,0.89451244191389
62,0.898914485847798
63,0.9040398277898247
64,0.9083248001733614
65,0.9086865302130693
66,0.9047185190767645
67,0.8995330614885921
68,0.8952608136222268
69,0.8904204767650956
70,0.8828140991137123
71,0.8722732554641887
72,0.8594307318855043
73,0.8445008660842075
74,0.8285673048946235
75,0.8137237719306847
76,0.800746809127917
77,0.788505340178157
78,0.776243673151987
79,0.7644706150431185
80,0.7534720109364446
81,0.7433762148496643
82,0.7358508062684058
83,0.7329684664115889
84,0.7338062030890896
85,0.7347401631767401
86,0.733912015644457
87,0.7332112565488008
88,0.7351209036674875
89,0.7395966912569931
90,0.7447658471216521
91,0.7489623586602577
92,0.7513586954955931
93,0.751889468064926
94,0.7510286578042663
95,0.7488017538445282
96,0.7442111747652318
97,0.7366366077890274
98,0.7273238108641282
99,0.7182669911935191
100,0.7100044250035681
101,0.7015476741138014
102,0.6919235269090943
103,0.68085415369532
104,0.6687215281537954
105,0.6568408496180737
106,0.6468137912898149
107,0.6384996704528098
108,0.6294813215748022
109,0.6175214122362008
110,0.602713743736027
111,0.5865662574141071
112,0.5702562897011177
113,0.5546361839585938
114,0.5404676504023905
115,0.5273576757830353
116,0.5135206588202648
117,0.497757286882344
118,0.4809420690359646
119,0.4649134052326342
120,0.4508408646197968
121,0.43911021801783273
122,0.42954477990905227
123,0.4211502983778195
124,0.41281541867295113
125,0.4047084313177625
126,0.3977758632384682
127,0.39164817780736266
128,0.38458851515695547
129,0.375899981935684
130,0.36677095119188735
131,0.3581994930411248
132,0.3496631079101027
133,0.3405620415472383
134,0.3316498803942189
135,0.3243468078056115
136,0.319635094921704
137,0.3178344459489189
138,0.31815713214147895
139,0.3182742454447917
140,0.31583840059880497
141,0.3109335340842245
142,0.30578128012008937
143,0.3017399279751436
144,0.2979660036631705
145,0.2933663966187381
146,0.28835885808812145
147,0.28402624443618246
148,0.28068068110273686
149,0.2778585727290879
150,0.2748373729812077
151,0.2708821469782126
152,0.26595198867055597
153,0.261186173989347
154,0.2573868588255787
155,0.25297981013211035
156,0.2452085762856304
157,0.23384263589658408
158,0.2219491785557848
159,0.21215281723697524
160,0.20382885559890707
161,0.1951172143298253
162,0.18596842844341394
163,0.17750585621238818
164,0.16977980228792974
165,0.16224846494311135
166,0.15558173995969887
167,0.15072238361317936
168,0.14654173018512406
169,0.14062584414603008
170,0.13235813171110253
171,0.12319576622109263
172,0.11388290837433326
173,0.103623138420913
174,0.09240114137419951
175,0.08190258147533987
176,0.06857110621470239
177,0.05498969535902284
178,0.043000983368051596
179,0.03364953453181038
