Sample_no,ICP
0,0.02133569274772816
1,0.02528357033300501
2,0.028963096881155878
3,0.03131979749829028
4,0.03215757185406434
5,0.025724893396532725
6,0.02058593266784258
7,0.017878776585425443
8,0.01729371039508064
9,0.01831944080637124
10,0.02148104900396732
11,0.02799234309799587
12,0.03861772056540623
13,0.05349883991284491
14,0.07293724645132066
15,0.09753894337774531
16,0.12725541733672385
17,0.16081925838685684
18,0.19659738828122728
19,0.23364311871059212
20,0.271354188482403
21,0.3083705820056824
22,0.3426815510535224
23,0.3731171083123378
24,0.40012775080228274
25,0.42454728140534226
26,0.44587013095961153
27,0.46236210602350314
28,0.4729226951854725
29,0.478375417291424
30,0.4807250050464915
31,0.481503916170169
32,0.4812059631944501
33,0.48013621089921815
34,0.47921804477706015
35,0.4796128260958734
36,0.48178424827865035
37,0.48548341730398564
38,0.4909185767759967
39,0.4996078374216139
40,0.513456538554134
41,0.532713348919982
42,0.5551473776257908
43,0.5777082434804502
44,0.5990842162734952
45,0.6204174016145345
46,0.6435166024783605
47,0.6687076528052083
48,0.6945943061373951
49,0.7195713297082336
50,0.7431197877137505
51,0.7656580921244275
52,0.7875683642907854
53,0.8086353056229114
54,0.8283057401072242
55,0.8463091593402264
56,0.8630396611875777
57,0.8793589968922891
58,0.8958689210250202
59,0.9122196576151991
60,0.9272109310966378
61,0.9397556011044825
62,0.9497834015586373
63,0.9581654642005242
64,0.9658502767771054
65,0.973160862950111
66,0.9796997296383565
67,0.9845291274844896
68,0.9864376654822465
69,0.9845821955084799
70,0.979341430980174
71,0.9723467544637533
72,0.9651273912708319
73,0.9575736845180126
74,0.9480691161679264
75,0.9353331474391693
76,0.9198808385679922
77,0.9034396341929656
78,0.8871928408430458
79,0.8710314892414719
80,0.8545039801980111
81,0.8380264705009223
82,0.8228803964393147
83,0.8102510649588416
84,0.8005864962848255
85,0.793809276063079
86,0.7897658417193347
87,0.7882596196898618
88,0.7888194989928861
89,0.7907436890179461
90,0.7934827753966619
91,0.796834140075806
92,0.8005670876204339
93,0.8038812089309684
94,0.8055160234680271
95,0.8046418596647598
96,0.8015417184689057
97,0.7971015041547888
98,0.7915950788593846
99,0.7843419809135785
100,0.7747767751138832
101,0.7634504265404174
102,0.7514115722259191
103,0.7387315501859988
104,0.7244297643652372
105,0.7082719719160311
106,0.6920828516504808
107,0.6784579623861685
108,0.6681065290081092
109,0.6590460968925452
110,0.6487019330843496
111,0.636447993418014
112,0.6237922367585449
113,0.6124170044560274
114,0.6025923507783867
115,0.593474910746264
116,0.584337800878887
117,0.5750677314354153
118,0.565696747817757
119,0.5560191689368451
120,0.5459106356497871
121,0.5357396619845257
122,0.5260460889969695
123,0.516734340637082
124,0.5068995334176198
125,0.4957719072418249
126,0.48377738864392755
127,0.47231493980317885
128,0.4623015949993629
129,0.4531589199903659
130,0.44354872333298684
131,0.43307039534412595
132,0.4228863696069361
133,0.4144655850536911
134,0.40784417174520954
135,0.4013269728983264
136,0.3928954032355921
137,0.38181477377579814
138,0.3689487760109556
139,0.35575284572422644
140,0.3431021121169413
141,0.33097764029218174
142,0.31903010165457957
143,0.30726317140844567
144,0.2961639071021456
145,0.28628604552539466
146,0.2778000064438035
147,0.27041828388411837
148,0.26366630272879354
149,0.25721666611686506
150,0.251038726902811
151,0.24522783593934222
152,0.2395725058659221
153,0.23326473570522485
154,0.22527350730911286
155,0.21530923735454627
156,0.20445118449648098
157,0.19456087455615145
158,0.18682984400329755
159,0.18086411571391178
160,0.17524017871761546
161,0.16894675084919236
162,0.1622757143055857
163,0.1563850650455744
164,0.15207344563977432
165,0.14895646718811906
166,0.14576327650338
167,0.14140849445834414
168,0.13577904975728808
169,0.12949643124947546
170,0.12303611683441049
171,0.11629934607927965
172,0.10911383170558141
173,0.10188487848268558
174,0.09536791946175587
175,0.08969575184208771
176,0.07744910250005299
177,0.06493988761683561
178,0.05233836482225723
179,0.04014484976402513
