Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,Peak_Count,Num_Signals_in_Class,Num_Signals_with_Peak
Class1,P1,concave,1.2687747035573123,0.0059812283985817985,1.2687928354862916,1.2687928354862916,0.8433333333333334,300.0,253.0
Class1,P2,concave,22.863453815261042,0.08028603433543753,22.863658036699874,17.855594209481506,1.1,300.0,249.0
Class1,P3,concave,4.735294117647059,0.014181248799221743,4.735331758105613,1.411772905926387,1.15,300.0,289.0
Class2,P1,concave,6.836466165413534,0.020119645938505203,6.836512994330891,3.4511743391536402,1.1733333333333333,300.0,266.0
Class2,P2,concave,7.666064981949458,0.017266302232828563,7.66609505573563,2.8267272809870994,1.2666666666666666,300.0,277.0
Class2,P3,concave,7.825531914893617,0.049369076413004274,7.825733731461753,5.01717020912347,0.9233333333333333,300.0,235.0
Class3,P1,concave,2.7444444444444445,0.012927937274838213,2.7444798173164457,2.7444798173164457,0.3,300.0,90.0
Class3,P2,concave,5.4949324324324325,0.015420831376887323,5.494966669636921,2.966242601863499,1.2266666666666666,300.0,296.0
Class3,P3,concave,13.368512110726643,0.06073647838506928,13.368702574307642,7.654132794624056,1.4366666666666668,300.0,289.0
Class4,P1,concave,,,,,0.0,100.0,0.0
Class4,P2,concave,0.9032258064516129,0.0007612240181408831,0.9032262863930296,0.9032262863930296,0.93,100.0,93.0
Class4,P3,concave,,,,,0.0,100.0,0.0
