Class Peak Mean_XY_Error Min_XY_Error TP FP FN Peak_Count %_Signals_with_Peak Config
Class2 P2 5.0069179184 3.6738796587 0.7598566308243727 0.4372759856630824 0.2933333333333333 1.2033333333333334 0.93 it1_smooth_4Hz_whiskers_wavelet
Class2 P2 5.0908526932 3.2652812143 0.7311827956989247 0.4767025089605735 0.32 1.1933333333333334 0.93 it1_whiskers_wavelet
Class2 P2 5.4108103358 2.0942971285 0.8619528619528619 0.3703703703703703 0.1466666666666666 1.22 0.99 it1_smooth_4Hz_full_line_distance_3
Class2 P2 5.5837114721 2.9031401001 0.8027681660899654 0.5882352941176471 0.2266666666666666 1.34 0.9633333333333334 it1_whiskers_line_distance_3
Class2 P2 5.6380337591 2.1284805091 0.9236111111111112 0.4131944444444444 0.1133333333333333 1.3033333333333332 0.96 it1_whiskers_concave,it1_whiskers_concave_tuned
Class2 P2 5.6616449402 2.0138968121 0.9270833333333334 0.4444444444444444 0.11 1.336666666666667 0.96 it1_whiskers_concave_d2x=0-002
Class2 P2 5.9107083209 1.4758706663 0.9413793103448276 0.5620689655172414 0.09 1.4733333333333334 0.9666666666666668 it1_full_hilbert
Class2 P3 7.5313437145 3.5785150796 0.8989547038327527 0.5609756097560976 0.14 1.43 0.9566666666666668 it1_full_hilbert
Class2 P3 7.7810621695 4.097697174 0.8885017421602788 0.5574912891986062 0.15 1.4166666666666667 0.9566666666666668 it1_whiskers_hilbert
Class2 P3 7.812172062 4.4213734802 0.8534798534798534 0.4542124542124542 0.2233333333333333 1.2133333333333334 0.91 it1_whiskers_concave
Class2 P3 7.8652858582 4.4213734802 0.8534798534798534 0.4908424908424908 0.2233333333333333 1.25 0.91 it1_whiskers_concave_d2x=0-002
Class2 P3 7.9473039847 4.0110656539 0.8613138686131386 0.4708029197080292 0.2133333333333333 1.24 0.9133333333333332 it1_full_concave
Class2 P3 8.000223935 4.0110656539 0.8613138686131386 0.5072992700729927 0.2133333333333333 1.2766666666666666 0.9133333333333332 it1_full_concave_d2x=0-002
Class2 P3 13.2212700972 7.1377134297 0.2651006711409396 1.1778523489932886 0.7366666666666667 1.4333333333333331 0.9933333333333332 it1_smooth_3Hz_whiskers_curvature
Class2 P3 13.4419367949 4.5285398122 0.6153846153846154 1.0167224080267558 0.3866666666666666 1.6266666666666667 0.9966666666666668 it1_smooth_4Hz_whiskers_curvature
Class2 P3 13.6803834123 8.6813806731 0.1476510067114094 1.5201342281879195 0.8533333333333334 1.6766666666666667 0.9933333333333332 it1_smooth_3Hz_whiskers_wavelet
Class2 P3 13.7112981192 6.0370492055 0.4664429530201342 1.4060402684563758 0.5366666666666666 1.9566666666666668 0.9933333333333332 it1_smooth_4Hz_whiskers_wavelet
Class3 P1 1.375678953 1.2244029129 0.9750889679715302 0.0498220640569395 0.0866666666666666 1.143333333333333 0.9366666666666666 it1_smooth_3Hz_whiskers_wavelet
Class3 P1 1.3765583999 1.2263514483 0.9752650176678446 0.0494699646643109 0.08 1.15 0.9433333333333334 it1_smooth_3Hz_full_wavelet
Class3 P1 1.7066039694 1.6143026606 0.9664429530201344 0.0503355704697986 0.04 1.1766666666666667 0.9933333333333332 it1_smooth_4Hz_whiskers_wavelet
Class3 P1 1.707585926 1.6155933172 0.9665551839464884 0.0501672240802675 0.0366666666666666 1.18 0.9966666666666668 it1_smooth_4Hz_full_wavelet
Class3 P1 1.7102292223 1.6168761719 0.9666666666666668 0.05 0.0333333333333333 1.1866666666666668 1.0 it1_smooth_4Hz_avg_wavelet
Class3 P1 1.7155583505 1.7155583505 0.9627118644067796 0.0372881355932203 0.0533333333333333 0.9833333333333332 0.9833333333333332 it1_smooth_3Hz_full_curvature
Class3 P1 1.7170289148 1.7170289148 0.962457337883959 0.0375426621160409 0.06 0.9766666666666668 0.9766666666666668 it1_smooth_3Hz_whiskers_curvature
Class3 P1 2.2292894631 2.2292894631 0.8787878787878788 0.1212121212121212 0.13 0.99 0.99 it1_smooth_4Hz_full_line_distance_3
Class3 P1 2.2300621805 2.2300621805 0.8783783783783784 0.1216216216216216 0.1333333333333333 0.9866666666666668 0.9866666666666668 it1_smooth_4Hz_whiskers_line_distance_3
Class3 P1 2.2303339383 2.2303339383 0.88 0.12 0.12 1.0 1.0 it1_smooth_4Hz_avg_line_distance_3
Class3 P2 2.4178700991 2.3928700101 0.8535714285714285 0.15 0.2033333333333333 0.9366666666666666 0.9333333333333332 it1_smooth_4Hz_avg_hilbert
Class3 P2 3.0094222452 2.5051540822 0.8191126279863481 0.2866894197952218 0.2 1.1766666666666667 0.9766666666666668 it1_smooth_4Hz_avg_wavelet
Class3 P2 3.3613489056 2.7603212259 0.7773972602739726 0.3047945205479452 0.2433333333333333 1.0533333333333332 0.9733333333333334 it1_smooth_4Hz_avg_curvature
Class3 P2 3.378047117 3.378047117 0.6632302405498282 0.3367697594501718 0.3566666666666667 0.97 0.97 it1_smooth_4Hz_avg_line_distance_3
Class3 P2 3.7099672882 2.2737088447 0.9017543859649124 0.2771929824561403 0.1433333333333333 1.1233333333333333 0.95 it1_whiskers_concave,it1_whiskers_concave_tuned
Class3 P2 3.7240024146 2.2737088447 0.9017543859649124 0.2807017543859649 0.1433333333333333 1.1266666666666667 0.95 it1_whiskers_concave_d2x=0-002
Class3 P2 4.3418486451 3.7636666482 0.8218181818181818 0.2436363636363636 0.2466666666666666 0.9766666666666668 0.9166666666666666 it1_smooth_4Hz_whiskers_concave,it1_smooth_4Hz_whiskers_concave_d2x=0-002
Class3 P2 4.3540451727 3.7737530225 0.8211678832116789 0.2445255474452554 0.25 0.9733333333333334 0.9133333333333332 it1_smooth_4Hz_whiskers_concave_tuned
Class3 P2 4.455545399 3.2313462473 0.8469750889679716 0.3167259786476868 0.2066666666666666 1.1966666666666668 0.9366666666666666 it1_whiskers_wavelet
Class3 P2 4.6240321891 2.6075348991 0.8873720136518771 0.3378839590443686 0.1333333333333333 1.2 0.9766666666666668 it1_full_concave_tuned
Class3 P3 10.4024980711 1.5457839584 0.952542372881356 0.9152542372881356 0.0633333333333333 1.8533333333333333 0.9833333333333332 it1_full_hilbert
Class3 P3 10.4191653469 1.633924463 0.9491525423728814 0.9084745762711864 0.0666666666666666 1.8433333333333333 0.9833333333333332 it1_whiskers_hilbert
Class3 P3 10.9192265272 2.7508985484 0.8888888888888888 0.936026936026936 0.12 1.82 0.99 it1_full_concave_d2x=0-002
Class3 P3 10.9371846088 2.7508985484 0.8888888888888888 0.8956228956228957 0.12 1.7766666666666666 0.99 it1_full_concave
Class3 P3 10.9517741195 2.8653816265 0.8855218855218855 0.9292929292929292 0.1233333333333333 1.81 0.99 it1_whiskers_concave_d2x=0-002
Class3 P3 10.9697322011 2.8653816265 0.8855218855218855 0.8888888888888888 0.1233333333333333 1.7666666666666666 0.99 it1_whiskers_concave
Class3 P3 11.786363702 2.3512055694 0.8361204013377926 1.2809364548494984 0.1666666666666666 2.2333333333333334 0.9966666666666668 it1_whiskers_wavelet
Class3 P3 12.0706300532 3.7282464198 0.6174496644295302 1.1342281879194631 0.3866666666666666 1.74 0.9933333333333332 it1_smooth_4Hz_whiskers_curvature
Class3 P3 12.2952100757 4.6960241653 0.4054054054054054 1.5912162162162162 0.6 2.036666666666666 0.9866666666666668 it1_smooth_4Hz_whiskers_wavelet
Class3 P3 12.4672919697 3.505061927 0.6187290969899666 1.1906354515050168 0.3833333333333333 1.8033333333333328 0.9966666666666668 it1_smooth_4Hz_full_curvature
Class4 P1     1.0 0.99 0.98 it1_smooth_3Hz_none_concave,it1_smooth_3Hz_none_concave_d2x=0-002,it1_smooth_3Hz_none_concave_tuned
Class4 P1     1.0 0.99 0.99 it1_smooth_3Hz_none_modified_scholkmann0-5,it1_smooth_4Hz_none_modified_scholkmann0-5
Class4 P1     1.0 1.02 0.99 it1_smooth_4Hz_none_concave,it1_smooth_4Hz_none_concave_d2x=0-002,it1_smooth_4Hz_none_concave_tuned
Class4 P1      1.0 1.0 it1_none_modified_scholkmann0-5
Class4 P1      1.04 1.0 it1_smooth_4Hz_none_hilbert
Class4 P1      1.15 1.0 it1_smooth_3Hz_none_hilbert
Class4 P1      1.38 1.0 it1_none_hilbert
Class4 P1      1.63 1.0 it1_none_concave,it1_none_concave_tuned
Class4 P1      2.02 1.0 it1_none_concave_d2x=0-002
Class4 P1      2.33 1.0 it1_smooth_3Hz_none_line_distance_3
Class4 P2 0.3076923783 0.3076923783 0.978021978021978 0.0219780219780219 0.11 0.91 0.91 it1_none_concave_tuned
Class4 P2 0.3406595839 0.2417584742 0.978021978021978 0.0329670329670329 0.11 0.93 0.91 it1_whiskers_concave,it1_whiskers_concave_d2x=0-002
Class4 P2 0.3905729462 0.0808081601 0.98989898989899 0.101010101010101 0.02 1.09 0.99 it1_full_concave_d2x=0-002
Class4 P2 0.3945584127 0.0816327332 0.9897959183673468 0.0612244897959183 0.03 1.04 0.98 it1_full_concave
Class4 P2 0.9032262864 0.9032262864 0.967741935483871 0.032258064516129 0.1 0.93 0.93 it1_smooth_4Hz_full_concave,it1_smooth_4Hz_full_concave_d2x=0-002
Class4 P2 1.23913132 1.23913132 0.9456521739130436 0.0543478260869565 0.13 0.92 0.92 it1_smooth_3Hz_full_concave,it1_smooth_3Hz_full_concave_d2x=0-002
Class4 P2 1.4777785713 1.4777785713 0.9555555555555556 0.0444444444444444 0.14 0.9 0.9 it1_full_modified_scholkmann0-5
Class4 P2 1.6010292288 0.909091373 0.9696969696969696 0.0606060606060606 0.04 1.02 0.99 it1_smooth_4Hz_none_concave,it1_smooth_4Hz_none_concave_d2x=0-002
Class4 P2 1.877571435 1.3367356345 0.9387755102040816 0.0714285714285714 0.08 0.99 0.98 it1_smooth_3Hz_none_concave,it1_smooth_3Hz_none_concave_d2x=0-002
Class4 P2 2.3369652209 2.1304426941 0.8478260869565217 0.217391304347826 0.22 1.12 0.92 it1_full_wavelet
Class4 P3     1.0 0.99 0.98 it1_smooth_3Hz_none_concave,it1_smooth_3Hz_none_concave_d2x=0-002,it1_smooth_3Hz_none_concave_tuned
Class4 P3     1.0 0.99 0.99 it1_smooth_3Hz_none_modified_scholkmann0-5,it1_smooth_4Hz_none_modified_scholkmann0-5
Class4 P3     1.0 1.02 0.99 it1_smooth_4Hz_none_concave,it1_smooth_4Hz_none_concave_d2x=0-002,it1_smooth_4Hz_none_concave_tuned
Class4 P3      1.0 1.0 it1_none_modified_scholkmann0-5
Class4 P3      1.04 1.0 it1_smooth_4Hz_none_hilbert
Class4 P3      1.15 1.0 it1_smooth_3Hz_none_hilbert
Class4 P3      1.38 1.0 it1_none_hilbert
Class4 P3      1.63 1.0 it1_none_concave,it1_none_concave_tuned
Class4 P3      2.02 1.0 it1_none_concave_d2x=0-002
Class4 P3      2.33 1.0 it1_smooth_3Hz_none_line_distance_3
