Class Peak Mean_XY_Error Min_XY_Error Peak_Count Num_Signals_in_Class Num_Signals_with_Peak Config
Class1 P1 0.0263158215 0.0263158215 0.912 250.0 228.0 it2_avg_concave_d2x=-0-002
Class1 P1 0.0329218418 0.0288066136 0.98 250.0 243.0 it2_avg_concave,it2_avg_concave_d2x=0-002
Class1 P1 0.0389610959 0.0259740549 0.936 250.0 231.0 it2_whiskers_concave,it2_whiskers_concave_d2x=0-002
Class1 P1 0.0389908993 0.0229358114 0.876 250.0 218.0 it2_whiskers_concave_d2x=-0-002
Class1 P1 0.0926725605 0.0215517538 0.936 250.0 232.0 it2_full_concave_d2x=-0-002
Class1 P1 0.425405401 0.2056463864 1.024 250.0 248.0 it2_full_concave,it2_full_concave_d2x=0-002
Class1 P1 1.1425581821 0.025531946 1.016 250.0 235.0 it2_pm3_concave_d2x=-0-002
Class1 P1 1.3556749256 1.3556749256 0.956 250.0 239.0 it2_smooth_4Hz_avg_concave,it2_smooth_4Hz_avg_concave_d2x=0-002
Class1 P1 1.3675483171 1.3675483171 0.936 250.0 234.0 it2_smooth_4Hz_avg_concave_d2x=-0-002
Class1 P1 1.5151772919 1.363662865 0.932 250.0 231.0 it2_smooth_4Hz_pm3_concave_d2x=-0-002
Class1 P2 3.8884797702 3.8541449627 0.936 250.0 233.0 it2_smooth_4Hz_avg_curvature
Class1 P2 4.2062164086 4.1535829185 1.008 250.0 228.0 it2_smooth_4Hz_avg_wavelet
Class1 P2 4.7310209944 3.1375585591 1.704 250.0 240.0 it2_avg_curvature
Class1 P2 5.804742312 3.2512259622 1.028 250.0 215.0 it2_smooth_4Hz_whiskers_curvature
Class1 P2 5.8995731388 2.981734021 1.22 250.0 218.0 it2_whiskers_wavelet
Class1 P2 10.2992653986 2.7429506165 3.356 250.0 245.0 it2_whiskers_curvature
Class1 P2 14.1585988981 4.3210656058 1.624 250.0 243.0 it2_smooth_4Hz_full_curvature
Class1 P2 14.944158619 3.776513687 2.084 250.0 246.0 it2_full_wavelet
Class1 P2 15.3841839469 5.5225462362 1.832 250.0 245.0 it2_smooth_4Hz_full_wavelet
Class1 P2 15.8052799386 15.1448086506 1.012 250.0 242.0 it2_smooth_3Hz_avg_curvature
Class1 P3 4.5344262673 3.1835036918 0.952 250.0 218.0 it2_smooth_3Hz_full_concave,it2_smooth_3Hz_full_concave_d2x=0-002
Class1 P3 4.5717820661 3.2083509482 0.944 250.0 216.0 it2_smooth_3Hz_whiskers_concave,it2_smooth_3Hz_whiskers_concave_d2x=0-002
Class1 P3 5.0086932787 2.2900584727 1.084 250.0 231.0 it2_smooth_4Hz_full_concave,it2_smooth_4Hz_full_concave_d2x=0-002
Class1 P3 5.027315673 3.3909452104 0.976 250.0 220.0 it2_smooth_3Hz_pm3_concave,it2_smooth_3Hz_pm3_concave_d2x=0-002
Class1 P3 5.0804652853 2.5087109191 1.072 250.0 230.0 it2_smooth_4Hz_whiskers_concave,it2_smooth_4Hz_whiskers_concave_d2x=0-002
Class1 P3 5.1955809297 3.7555742204 0.996 250.0 225.0 it2_smooth_3Hz_full_hilbert
Class1 P3 5.316768085 3.9411958996 0.976 250.0 221.0 it2_smooth_3Hz_whiskers_hilbert
