Class Peak Mean_XY_Error Min_XY_Error Peak_Count Num_Signals_in_Class Num_Signals_with_Peak Config
Class2 P1 3.377482585416685 1.7769199983974349 1.39 300.0 300.0 it2_smooth_3Hz_avg_wavelet_wavelet
Class2 P1 3.406280435787587 3.0682591151578125 1.304 250.0 250.0 it2_smooth_4Hz_avg_wavelet_wavelet
Class2 P1 3.869666383280486 3.275100379942161 0.872 250.0 171.0 it2_smooth_4Hz_whiskers_wavelet_wavelet
Class2 P1 4.272288876457609 2.920275100255591 1.1033333333333333 300.0 250.0 it2_smooth_3Hz_full_wavelet_wavelet
Class2 P1 4.602349203495465 4.528332246840717 1.132 250.0 250.0 it2_avg_wavelet_wavelet
Class2 P1 5.298575707066713 4.4718639154247946 0.836 250.0 176.0 it2_whiskers_wavelet_wavelet
Class2 P1 5.516362022727693 2.27957085264922 1.4533333333333334 300.0 290.0 it2_smooth_3Hz_pm3_wavelet_wavelet
Class2 P1 7.391263812882977 4.519466510980418 1.268 250.0 208.0 it2_smooth_4Hz_full_wavelet_wavelet
Class2 P1 7.682471108755105 3.431793247589987 1.632 250.0 241.0 it2_smooth_4Hz_pm3_wavelet_wavelet
Class2 P2 3.310456367022872 3.2011076406779706 0.844 250.0 189.0 it2_avg_wavelet_wavelet
Class2 P2 4.660925272465235 3.380980187885556 1.16 250.0 231.0 it2_whiskers_wavelet_wavelet
Class2 P2 4.994993484676971 4.027938268468005 1.072 250.0 215.0 it2_smooth_4Hz_whiskers_wavelet_wavelet
Class2 P2 5.58210202790654 5.276691157277129 0.88 250.0 188.0 it2_smooth_4Hz_avg_wavelet_wavelet
Class2 P2 6.190368281504057 2.810727187506679 1.404 250.0 243.0 it2_smooth_4Hz_full_wavelet_wavelet
Class2 P2 6.230492058029121 5.760925575750714 0.8833333333333333 300.0 230.0 it2_smooth_3Hz_whiskers_wavelet_wavelet
Class2 P2 6.310618140185503 2.4940000552153108 1.464 250.0 249.0 it2_full_wavelet_wavelet
Class2 P2 7.528552774553523 5.567334668346301 1.1733333333333331 300.0 275.0 it2_smooth_3Hz_full_wavelet_wavelet
Class2 P2 12.37342662986624 2.360023981689337 2.004 250.0 250.0 it2_pm3_wavelet_wavelet
Class2 P2 12.620892274436544 3.309266497606839 1.88 250.0 249.0 it2_smooth_4Hz_pm3_wavelet_wavelet
Class2 P3 6.520047346670816 6.092887009742024 0.772 250.0 151.0 it2_avg_wavelet_wavelet
Class2 P3 13.386181840088792 12.511623385049024 0.956 250.0 178.0 it2_smooth_4Hz_avg_wavelet_wavelet
Class2 P3 13.68038341234114 8.681380673113189 1.6766666666666667 300.0 298.0 it2_smooth_3Hz_whiskers_wavelet_wavelet
Class2 P3 14.575437740403585 6.412113129390062 1.936 250.0 250.0 it2_smooth_4Hz_whiskers_wavelet_wavelet
Class2 P3 16.100238327383888 5.240109128648438 2.396 250.0 250.0 it2_whiskers_wavelet_wavelet
Class2 P3 16.72324730819394 6.775255882009453 1.98 300.0 298.0 it2_smooth_3Hz_full_wavelet_wavelet
Class2 P3 17.70393564820585 4.588053384922609 2.336 250.0 250.0 it2_smooth_4Hz_full_wavelet_wavelet
Class2 P3 19.01604385863917 6.413419660317143 2.276666666666667 300.0 300.0 it2_smooth_3Hz_pm3_wavelet_wavelet
Class2 P3 19.239882398085307 3.556054495527755 2.964 250.0 250.0 it2_full_wavelet_wavelet
Class2 P3 19.8989407480475 4.468053452343799 2.616 250.0 250.0 it2_smooth_4Hz_pm3_wavelet_wavelet
Class3 P1 1.375678953021234 1.2244029128570926 1.143333333333333 300.0 281.0 it2_smooth_3Hz_whiskers_wavelet_wavelet
Class3 P1 1.3765583998894109 1.2263514483483375 1.15 300.0 283.0 it2_smooth_3Hz_full_wavelet_wavelet
Class3 P1 1.5229953816595627 1.3708673965735565 1.1666666666666667 300.0 286.0 it2_smooth_3Hz_pm3_wavelet_wavelet
Class3 P1 2.051164461169701 1.8918224971043736 1.268 250.0 249.0 it2_smooth_4Hz_full_wavelet_wavelet,it2_smooth_4Hz_whiskers_wavelet_wavelet
Class3 P1 2.093341245411879 1.8918224971043736 1.272 250.0 249.0 it2_smooth_4Hz_pm3_wavelet_wavelet
Class3 P1 2.429706730527586 1.8918224971043736 1.316 250.0 249.0 it2_smooth_4Hz_avg_wavelet_wavelet
Class3 P1 3.1884263835984945 3.0685849140784045 1.212 250.0 249.0 it2_whiskers_wavelet_wavelet
Class3 P1 3.226582754220987 3.0685849140784045 1.22 250.0 249.0 it2_full_wavelet_wavelet
Class3 P1 3.3350265328655104 3.0685849140784045 1.236 250.0 249.0 it2_pm3_wavelet_wavelet
Class3 P1 3.3888357384481465 3.266494013871655 1.212 250.0 248.0 it2_avg_wavelet_wavelet
Class3 P2 2.479100171199351 2.262906958700764 0.832 250.0 175.0 it2_avg_wavelet_wavelet
Class3 P2 2.5615308952373232 1.8927165242541208 1.18 250.0 233.0 it2_whiskers_wavelet_wavelet
Class3 P2 2.827995474279927 2.573408281346401 1.024 250.0 218.0 it2_smooth_4Hz_whiskers_wavelet_wavelet
Class3 P2 4.051960829948476 3.824621442964226 1.06 250.0 228.0 it2_smooth_4Hz_avg_wavelet_wavelet
Class3 P2 4.279616635726842 2.191851112429216 1.324 250.0 245.0 it2_smooth_4Hz_full_wavelet_wavelet
Class3 P2 4.468266377020942 1.6138371797857336 1.512 250.0 246.0 it2_full_wavelet_wavelet
Class3 P2 4.902311635129706 4.709925122924808 0.5866666666666667 300.0 162.0 it2_smooth_3Hz_whiskers_wavelet_wavelet
Class3 P2 5.126735372961151 3.3649057954927857 1.29 300.0 296.0 it2_smooth_3Hz_full_wavelet_wavelet
Class3 P2 5.487945291989196 2.197595908869312 1.452 250.0 248.0 it2_smooth_4Hz_pm3_wavelet_wavelet
Class3 P2 5.643280381982674 1.5282387568613656 1.664 250.0 248.0 it2_pm3_wavelet_wavelet
Class3 P3 6.882307840587076 6.626559123805098 0.812 250.0 174.0 it2_avg_wavelet_wavelet
Class3 P3 9.173722694390916 8.80568701314896 1.18 250.0 221.0 it2_smooth_4Hz_avg_wavelet_wavelet
Class3 P3 13.9495801855422 6.94397567325066 1.846666666666667 300.0 285.0 it2_smooth_3Hz_full_wavelet_wavelet
Class3 P3 14.10075426921753 7.393112880457952 1.8133333333333328 300.0 285.0 it2_smooth_3Hz_whiskers_wavelet_wavelet
Class3 P3 14.867130629295778 6.706992563016641 2.036666666666666 300.0 290.0 it2_smooth_3Hz_pm3_wavelet_wavelet
Class3 P3 15.521273556798644 5.37268596241358 2.356 250.0 247.0 it2_full_wavelet_wavelet
Class3 P3 15.644727817374688 7.813305488396935 2.128 250.0 246.0 it2_smooth_4Hz_full_wavelet_wavelet
Class3 P3 15.772166116431638 6.558990175347604 2.228 250.0 247.0 it2_whiskers_wavelet_wavelet
Class3 P3 15.977165469595388 4.252149745668998 2.64 250.0 250.0 it2_pm3_wavelet_wavelet
Class3 P3 16.020742514287075 6.536221278765066 2.388 250.0 250.0 it2_smooth_4Hz_pm3_wavelet_wavelet
Class4 P1   0.0 50.0 0.0 it2_full_wavelet_wavelet,it2_pm3_wavelet_wavelet,it2_smooth_4Hz_full_wavelet_wavelet,it2_smooth_4Hz_pm3_wavelet_wavelet,it2_smooth_4Hz_whiskers_wavelet_wavelet,it2_whiskers_wavelet_wavelet
Class4 P1   0.0 100.0 0.0 it2_smooth_3Hz_full_wavelet_wavelet,it2_smooth_3Hz_pm3_wavelet_wavelet,it2_smooth_3Hz_whiskers_wavelet_wavelet
Class4 P1   0.58 50.0 23.0 it2_avg_wavelet_wavelet
Class4 P1   0.7 50.0 28.0 it2_smooth_4Hz_avg_wavelet_wavelet
Class4 P1   1.19 100.0 74.0 it2_smooth_3Hz_avg_wavelet_wavelet
Class4 P1   3.82 100.0 100.0 it2_smooth_3Hz_none_wavelet_wavelet
Class4 P1   5.72 50.0 50.0 it2_smooth_4Hz_none_wavelet_wavelet
Class4 P1   7.72 50.0 50.0 it2_none_wavelet_wavelet
Class4 P2 0.9230777495495373 0.8461546710164302 0.3 50.0 13.0 it2_whiskers_wavelet_wavelet
Class4 P2 0.9375011473283592 0.8750007286767975 0.18 50.0 8.0 it2_smooth_4Hz_whiskers_wavelet_wavelet
Class4 P2 1.1052639157052409 1.0526322051225838 0.21 100.0 19.0 it2_smooth_3Hz_whiskers_wavelet_wavelet
Class4 P2 1.5714318297829708 1.5142886721683944 0.78 50.0 35.0 it2_smooth_4Hz_full_wavelet_wavelet
Class4 P2 2.3464982754000427 1.9736898344303704 0.96 50.0 38.0 it2_full_wavelet_wavelet
Class4 P2 2.4819395600388923 2.3614570890537454 0.98 100.0 83.0 it2_smooth_3Hz_full_wavelet_wavelet
Class4 P2 2.552100383740195 2.3125139416708813 1.08 50.0 48.0 it2_smooth_4Hz_pm3_wavelet_wavelet
Class4 P2 3.021289572891244 1.9361813773890455 1.28 50.0 47.0 it2_pm3_wavelet_wavelet
Class4 P2 3.139809958032264 2.8924951940826884 1.14 100.0 93.0 it2_smooth_3Hz_pm3_wavelet_wavelet
Class4 P2 9.71460653987693 9.678891884856828 0.6 50.0 28.0 it2_avg_wavelet_wavelet
Class4 P3   0.0 50.0 0.0 it2_full_wavelet_wavelet,it2_pm3_wavelet_wavelet,it2_smooth_4Hz_full_wavelet_wavelet,it2_smooth_4Hz_pm3_wavelet_wavelet,it2_smooth_4Hz_whiskers_wavelet_wavelet,it2_whiskers_wavelet_wavelet
Class4 P3   0.0 100.0 0.0 it2_smooth_3Hz_full_wavelet_wavelet,it2_smooth_3Hz_pm3_wavelet_wavelet,it2_smooth_3Hz_whiskers_wavelet_wavelet
Class4 P3   0.15 100.0 12.0 it2_smooth_3Hz_avg_wavelet_wavelet
Class4 P3   0.54 50.0 18.0 it2_smooth_4Hz_avg_wavelet_wavelet
Class4 P3   0.62 50.0 28.0 it2_avg_wavelet_wavelet
Class4 P3   3.82 100.0 100.0 it2_smooth_3Hz_none_wavelet_wavelet
Class4 P3   5.72 50.0 50.0 it2_smooth_4Hz_none_wavelet_wavelet
Class4 P3   7.72 50.0 50.0 it2_none_wavelet_wavelet
