Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,Peak_Count,Num_Signals_in_Class,Num_Signals_with_Peak
Class1,P1,concave_d2x=-0-002,1.3675213675213675,0.007511237193603705,1.3675483170890053,1.3675483170890053,0.936,250.0,234.0
Class1,P2,concave_d2x=-0-002,0.6666666666666666,0.001958646729565324,0.6666698669595044,0.6666698669595044,0.036,250.0,9.0
Class1,P3,concave_d2x=-0-002,1.3333333333333333,0.0029475531940897914,1.3333379201697568,1.3333379201697568,0.024,250.0,6.0
Class2,P1,concave_d2x=-0-002,1.7650602409638554,0.010742583838055231,1.7651012148367082,1.7651012148367082,0.664,250.0,166.0
Class2,P2,concave_d2x=-0-002,1.3205128205128205,0.0037554876046512896,1.3205201446396477,1.3205201446396477,0.312,250.0,78.0
Class2,P3,concave_d2x=-0-002,0.7894736842105263,0.0009290826753674688,0.7894744547879402,0.7894744547879402,0.076,250.0,19.0
Class3,P1,concave_d2x=-0-002,4.6923076923076925,0.04755475353596106,4.692612027862309,4.692612027862309,0.104,250.0,26.0
Class3,P2,concave_d2x=-0-002,0.71875,0.0010217339926807366,0.7187510331725288,0.7187510331725288,0.384,250.0,96.0
Class3,P3,concave_d2x=-0-002,0.7142857142857143,0.0006852098398270374,0.7142860731526783,0.7142860731526783,0.028,250.0,7.0
Class4,P1,concave_d2x=-0-002,,,,,0.16,50.0,8.0
Class4,P2,concave_d2x=-0-002,,,,,0.0,50.0,0.0
Class4,P3,concave_d2x=-0-002,,,,,0.0,50.0,0.0
