Sample_no,ICP
0,0.020112370748406584
1,0.021801430969716894
2,0.0226827071286366
3,0.022943417802643952
4,0.02294341780264395
5,0.01735830074909343
6,0.012729978980474609
7,0.010155018408253563
8,0.01042869163413947
9,0.014219124119827259
10,0.022460732099370443
11,0.03623213829347893
12,0.0563057586863388
13,0.08304830595722631
14,0.11662282771485694
15,0.1569194560156482
16,0.20324375866852765
17,0.2543126507088648
18,0.3085861210811335
19,0.36442657518666177
20,0.42000207237213916
21,0.47337108934113914
22,0.5228438165487062
23,0.5672159931275964
24,0.6057245523540926
25,0.6380120791547961
26,0.6641995554190427
27,0.6848323984022833
28,0.7006724713646625
29,0.7125977635059857
30,0.7216369007993596
31,0.7288821685283465
32,0.73526250179693
33,0.7414439241033342
34,0.7479065351682972
35,0.7549740186385607
36,0.762764880761847
37,0.7712620648030841
38,0.7804786259709634
39,0.7904746846037684
40,0.8012252524512185
41,0.8125993235694368
42,0.824494470289582
43,0.8368932235723692
44,0.849772074998825
45,0.863051654944478
46,0.8766525214957513
47,0.890505813604457
48,0.9044782527390784
49,0.918347775917963
50,0.9318572105518077
51,0.9447278270328381
52,0.9566251562336214
53,0.9671829357276966
54,0.9760684053488663
55,0.9829839588144623
56,0.9876413067497354
57,0.9898159056838463
58,0.9894251743205204
59,0.9865060078038552
60,0.9811526079027149
61,0.9735551937611223
62,0.9640860387306834
63,0.9532774550677208
64,0.9417117581104072
65,0.9299557869485999
66,0.9185432624663706
67,0.9079351904886248
68,0.8984990828853908
69,0.8905557819588746
70,0.8843918956365094
71,0.8801546654989651
72,0.8777559415271144
73,0.876925479798433
74,0.8773305370345369
75,0.8786227250040237
76,0.8804480986357823
77,0.8824885839413545
78,0.88445855670728
79,0.8860211887152579
80,0.8867807670545096
81,0.8864331202218265
82,0.8848811033575674
83,0.8821492475229474
84,0.8782421431056421
85,0.8731408931749962
86,0.8668661820457025
87,0.8594664073136232
88,0.8509966443139891
89,0.8415788500207482
90,0.8314261295899534
91,0.8207284126813998
92,0.8095500387847523
93,0.797893808163332
94,0.7858124875686954
95,0.7734000283158651
96,0.7607323786943391
97,0.7478801943206328
98,0.7349227180600028
99,0.7218868841588473
100,0.7087322896350854
101,0.6954626562145367
102,0.68219848150481
103,0.6690802148623632
104,0.6561586875895256
105,0.6434419817733994
106,0.6309893515180695
107,0.6188930060878333
108,0.6072190058552474
109,0.5960187041736671
110,0.5853349215106035
111,0.5751397926729783
112,0.5653314637198492
113,0.5558498402556927
114,0.5467284806710888
115,0.5379738451346702
116,0.5294651250572797
117,0.5210404405458653
118,0.5126191285440515
119,0.504178518463346
120,0.4956773512483811
121,0.4870675149241391
122,0.4783223828335669
123,0.4693987481872214
124,0.46023618867376265
125,0.45084649914990144
126,0.4413309724636369
127,0.4317522730475087
128,0.42206247847334377
129,0.4122151764106246
130,0.402270150950702
131,0.3923188449528635
132,0.382374039078163
133,0.3723984741738714
134,0.3623815069496086
135,0.3523319396560427
136,0.3422606176317492
137,0.33222647384572135
138,0.3223393188707219
139,0.3126686380673882
140,0.303208011548858
141,0.2939613694003366
142,0.2849876708326495
143,0.2763219796405955
144,0.267930676354701
145,0.2597835491864078
146,0.2518924457764385
147,0.24424381577185672
148,0.23677189490971506
149,0.2294289829545606
150,0.22220757782733835
151,0.21508502840668034
152,0.2080419543330446
153,0.20113744498004027
154,0.194446880100418
155,0.18791413490195344
156,0.18139436215724594
157,0.17485786196005615
158,0.16841213907639802
159,0.16210551711430837
160,0.1558645263921779
161,0.14965450353217372
162,0.14354185542837566
163,0.1375636610509869
164,0.1316984469889915
165,0.1259891468238747
166,0.12050600813495914
167,0.11515907374334576
168,0.1097633330175877
169,0.10432681079436028
170,0.09901343209975
171,0.09374603623248502
172,0.0881602158209543
173,0.08213905122275095
174,0.07612755184702727
175,0.0706588466330236
176,0.06011875390898011
177,0.05024043456625023
178,0.041087252069119604
179,0.0325421074166658
