Sample_no,ICP
0,0.01625685296540346
1,0.017756258077388874
2,0.018670196671208925
3,0.020775444763016238
4,0.02250539313573377
5,0.01592915062672234
6,0.013183304828873092
7,0.014427161026184375
8,0.01321144842438823
9,0.011394676590782617
10,0.016884313978448383
11,0.028670418434725474
12,0.04193086329485615
13,0.06098099988577191
14,0.09264775540152133
15,0.13663888018798806
16,0.1913492711948505
17,0.2575234838893305
18,0.3322063383308993
19,0.4103643045032268
20,0.4925019721717186
21,0.5807776217234564
22,0.6695987153896783
23,0.7484554150771638
24,0.8126711719883928
25,0.865398878106438
26,0.909829854265281
27,0.9444759329350517
28,0.9665138150227638
29,0.9753471769441453
30,0.9721473610360607
31,0.9597609342843388
32,0.942599088672573
33,0.923255285736252
34,0.9016173466522012
35,0.8790919657072909
36,0.8585035041074538
37,0.8394746966071825
38,0.8202897952589384
39,0.8025066020513164
40,0.7882393694008284
41,0.7772872445341644
42,0.7697056103956323
43,0.7648312758195506
44,0.7591244670486474
45,0.7521693173252958
46,0.7494852652270866
47,0.7534252485205061
48,0.7591863096359166
49,0.7623395021042526
50,0.7617777989086727
51,0.7573060345789602
52,0.751196411818916
53,0.7460555477270839
54,0.7386185577083003
55,0.7245775859480639
56,0.7069432295373477
57,0.6906565775798601
58,0.6762720442441575
59,0.6647666667795483
60,0.657841051507939
61,0.652531426140714
62,0.6463071918795819
63,0.6423596578635008
64,0.6420646212885767
65,0.6426916324963925
66,0.6452487939176282
67,0.6515226104123452
68,0.6567433692065067
69,0.6571884725834214
70,0.6563122306630055
71,0.656179096712267
72,0.6552284860358857
73,0.6548375860100777
74,0.6548605863594444
75,0.649214729303675
76,0.636817235203752
77,0.6253966801948829
78,0.618567298768443
79,0.6128418557373373
80,0.6071597541517917
81,0.6019682700645931
82,0.5937836326496091
83,0.5808046155569959
84,0.5668176933379283
85,0.554837069311941
86,0.5442854273444103
87,0.5340054485675292
88,0.5220649270321134
89,0.5064074167914666
90,0.48918071264984486
91,0.4754149850654159
92,0.4663717318839692
93,0.45852771425076316
94,0.4486345012068678
95,0.436828110783121
96,0.4253051997996872
97,0.41576229445371937
98,0.4086974364825986
99,0.40371691836618245
100,0.39876935342929765
101,0.39137171734173953
102,0.38258223995361684
103,0.37580898117371553
104,0.37087238401285905
105,0.36505597506875304
106,0.35877703243389386
107,0.35355142359706715
108,0.3479055024547512
109,0.3412101701720583
110,0.3363488912425106
111,0.33485721593574147
112,0.3348253182295511
113,0.3344882323030564
114,0.33371819794620694
115,0.3330356083256443
116,0.33281328975343555
117,0.33237268815643867
118,0.3313194072936801
119,0.3310686549736372
120,0.33132846543398675
121,0.3287193409930888
122,0.3227717833144175
123,0.3167633073014984
124,0.311260334027039
125,0.3051262971362111
126,0.299767089862722
127,0.29433649723833877
128,0.28468282004948364
129,0.27232579057249906
130,0.2633052685178008
131,0.25779320315840915
132,0.25236677006642216
133,0.24685812885355424
134,0.23995673251881575
135,0.22878794042734732
136,0.21692539868215313
137,0.20990950521812043
138,0.20530352950822764
139,0.19908141697742687
140,0.19307967920929303
141,0.1879286171301314
142,0.18144652214327683
143,0.17654031763458633
144,0.17666522995973247
145,0.17694656688721005
146,0.1721814890467101
147,0.1654493589040577
148,0.16020590128356196
149,0.1546659277131034
150,0.14825382331604975
151,0.1428549154461729
152,0.1375428204667046
153,0.1308566220161745
154,0.12531061236605515
155,0.12338447527640484
156,0.12338259486924251
157,0.1229389131653435
158,0.12219426806535445
159,0.12175892359332767
160,0.12127480479178507
161,0.12065231246329397
162,0.12018552497920734
163,0.1196892674953973
164,0.11905198108082259
165,0.11859439036220323
166,0.11815496178977367
167,0.11744102241925647
168,0.1169498737179508
169,0.11668423342246298
170,0.11584561351331664
171,0.11515156370518738
172,0.11546806701927825
173,0.11423399622448939
174,0.10921059679331764
175,0.10311971253142369
176,0.09048108309942891
177,0.07763516535125475
178,0.06469920124523945
179,0.05239167656914394
