Sample_no,ICP,Second_Derivative
0,0.0418968522048414,-0.00129714666794941
1,0.0473106858198859,-0.0013952546061330034
2,0.0513783187978892,-0.00145534610617545
3,0.0539035352624841,-0.003774685086296024
4,0.0550384009662352,-0.0056767430841278745
5,0.0453976443598982,-0.0023487100574751518
6,0.0359915107980697,0.0007902570193435501
7,0.0274969132274117,0.0010857468151584263
8,0.0201056487072784,0.001348538239753375
9,0.0139391693555589,0.001991013367552925
10,0.0096139395755006,0.0030928274138116497
11,0.0083454789539178,0.0043273005779207495
12,0.0114935400989694,0.005324812612586976
13,0.0200609908639597,0.006050497773634176
14,0.0346723910727861,0.0067714605565318
15,0.0559784938685383,0.0076662685418981
16,0.08493708427273,0.008527577423171747
17,0.1225610710407093,0.008885144962686675
18,0.1693120871653609,0.008403603827409373
19,0.224684228063627,0.007134732648958645
20,0.2873015053676293,0.0054029415858883045
21,0.3553463156823793,0.003502081970837352
22,0.4269026899134509,0.0015306208769306356
23,0.500016731184481,-0.0005193474385281893
24,0.572626357966995,-0.00258387649137172
25,0.6426097569324699,-0.004470355249106273
26,0.7080145200550523,-0.005956804516166092
27,0.7673213616840338,-0.006922120973147289
28,0.8195754640784452,-0.0073907330308340125
29,0.8643444825430084,-0.007485426753045782
30,0.901573475978502,-0.007351298066112372
31,0.9314258963898,-0.007099852064365586
32,0.9541662956141094,-0.0067844266483445825
33,0.9701079019791292,-0.006404617484150915
34,0.9796214086563384,-0.005936624032221449
35,0.9831714376318548,-0.00537562046995127
36,0.9813300255696816,-0.004763667145803563
37,0.9747324914047752,-0.004181252079036024
38,0.9639839738998106,-0.0037018179786701966
39,0.9495685368615516,-0.0033339218585113906
40,0.9318306503152588,-0.002994146267654041
41,0.9110688948842824,-0.002548310863853792
42,0.8877007416600908,-0.001910956723122914
43,0.8623760094515981,-0.0011267340445201834
44,0.8359270061124312,-0.00034715941143936835
45,0.809176187840833,0.0002935662030123243
46,0.7827646329190141,0.0007857995618410774
47,0.7571506310421172,0.0012195370974329989
48,0.7327454579729613,0.001656445865703321
49,0.7100032226331334,0.0020527470219910138
50,0.6893520664897218,0.0023263296122709443
51,0.6710668023121137,0.0024756184386609814
52,0.6552639934555661,0.0025857702228923307
53,0.6420328557457379,0.0027085911999583656
54,0.6315190013129797,0.0027839023059593737
55,0.6238332739791955,0.0027247739337697974
56,0.6189096183942308,0.002556822588410057
57,0.6165327879477324,0.0024006625692924444
58,0.6165275258291221,0.0022877553285651775
59,0.618834952193439,0.0020555109136305982
60,0.6232964545782741,0.0015083802708309446
61,0.629359160093668,0.0006849080417058728
62,0.6360989044107499,-0.00011673444605600491
63,0.6426230001607205,-0.0006367159743341511
64,0.6484344164590017,-0.0009352862207931689
65,0.6533399763304364,-0.0012955311342035536
66,0.6570287836240808,-0.0018409825426559112
67,0.6588748279633381,-0.002340414587491124
68,0.6582592206185363,-0.002464060092047693
69,0.6550480212462753,-0.002187428793524321
70,0.649633417244801,-0.0018298687698696248
71,0.6424714993551152,-0.0016596424424758782
72,0.6336881387915871,-0.0015525562939449067
73,0.6232564076940516,-0.0011437870351513613
74,0.6115326351625937,-0.00030059634855528206
75,0.5994661678923825,0.0006666581519027825
76,0.5881747461393791,0.00132109989560103
77,0.5783425606983246,0.0015590822776050395
78,0.5701012566985687,0.0016612618756252362
79,0.5634552826146868,0.001899435286701362
80,0.5586728147602592,0.0022025678283041084
81,0.5561657456778545,0.0022782779058295732
82,0.5560546441351661,0.0019989887801079853
83,0.5579893203643405,0.0015529196475660978
84,0.561432428630505,0.0011952394985879633
85,0.5660245736410908,0.0009482177668896641
86,0.5715911711201958,0.000632160907896917
87,0.5778526979853998,0.00015644850521737141
88,0.5842785572414742,-0.0003270302188584928
89,0.5903066163505784,-0.0006011254029394675
90,0.5956578224873186,-0.0006485364450097009
91,0.600356033103999,-0.0006648762641754402
92,0.6044429419531242,-0.0008157873461055176
93,0.6077459448007179,-0.0010455711284841351
94,0.6099649120345078,-0.001152704361716883
95,0.6109535719835002,-0.0010157459290580373
96,0.6108760646690238,-0.0007114361837074756
97,0.6100982154500504,-0.00043900393883528066
98,0.6089414725687099,-0.0003739013575579375
99,0.6074868431612594,-0.0005757837303765057
100,0.6055112750381643,-0.0009603883513506495
101,0.6025723359509625,-0.001322400038441085
102,0.598239524102216,-0.0014478455134417367
103,0.5923682285869012,-0.0012982052218047935
104,0.5851763911125009,-0.0010941252894612619
105,0.5769713003356207,-0.0011324758974407267
106,0.5677367569649406,-0.0014512958598072168
107,0.5570444684945773,-0.0017119753975322893
108,0.5444919393781515,-0.0015087434022220958
109,0.5302697350634048,-0.0008296498081967751
110,0.5152121481824741,-0.0001462107672666052
111,0.5001764023994452,3.133722612837231e-05
112,0.4853475139177302,-0.00031461445698804935
113,0.470208418639999,-0.0006803937082444644
114,0.4542244218250341,-0.0005649687617908794
115,0.437518860047575,2.2778314189217386e-05
116,0.4208414546851745,0.0006191241918375306
117,0.4049204147119079,0.0008278895565642375
118,0.389934984312665,0.0007065771477458987
119,0.3756335276024977,0.0006135565636312956
120,0.3618548225311391,0.000752893851768896
121,0.3488008667476127,0.000966557404499524
122,0.3367862361566888,0.0009769829940378255
123,0.3258344355107258,0.0007376280079782055
124,0.3156255817583898,0.00046153851770272536
125,0.3058185163057517,0.0003298356436734068
126,0.2963110814309017,0.00027355132201818677
127,0.2871219396754712,0.00010497305710960303
128,0.2780907863914863,-0.0001773673874926468
129,0.2688452552736292,-0.0003078481074640857
130,0.2591610218021004,-2.6275644331635872e-05
131,0.2493371784419308,0.000593979813534172
132,0.2401261546353879,0.0011425178796685212
133,0.2322050208643691,0.001224231337355379
134,0.2256613589873495,0.0008165882978918293
135,0.2199697886362289,0.0002775063616524201
136,0.2144629165308784,6.689717092195346e-06
137,0.2088445818546984,9.547062735812406e-05
138,0.2032912329427761,0.0002856066879452501
139,0.1981012575826004,0.00024649732005437713
140,0.1932619761064548,-0.0001060193210268498
141,0.1883439225907199,-0.000534674483761044
142,0.1828086419860261,-0.0006951555673612234
143,0.1764478896637952,-0.00043442007932635585
144,0.1695746855961525,8.426275477127487e-05
145,0.1628141764195651,0.0005210266512634745
146,0.156677780225364,0.00063039131081985
147,0.1512645697803889,0.0004332785066357703
148,0.1463024400978549,0.00015907157485477857
149,0.1414480771677558,2.6711700820233886e-05
150,0.1365633862697649,6.274937808554287e-05
151,0.1317384313584036,0.00010838943522839539
152,0.1270753299540171,-4.791111408646714e-06
153,0.122462343289965,-0.0002763269229572249
154,0.1175681091926347,-0.0005171295386582758
155,0.1120809475296975,-0.0005061756274733729
156,0.1059923702766192,-0.00018546490884144978
157,0.0996748492595365,0.00027952354121494813
158,0.0936747717252379,0.0006313348142698502
159,0.0883868451542353,0.0007330924283084003
160,0.083882512430936,0.000674381293145173
161,0.0800312107621677,0.0006713387491782269
162,0.0767877783092148,0.0008481680547054275
163,0.074360931366813,0.0011051020786935727
164,0.0730857164063153,0.0012056033024681265
165,0.0731110602862326,0.0010053079409611497
166,0.0742060677132883,0.0005980197332599961
167,0.0758824209694968,0.0002296812958756042
168,0.0777184979533013,6.733763996222622e-05
169,0.0795725068362634,6.197883939292048e-05
170,0.0815002787531632,4.056355876182888e-05
171,0.0835105080606017,-9.007446032079786e-05
172,0.0854443137880724,-0.00026239646712335543
173,0.0870882114436568,-0.00036953114314222657
174,0.0883387629544882,-0.0028996802913264473
175,0.089187790254143,-0.005360827292197074
176,0.0796344909555982,-0.002757041066873125
177,0.0698440598958409,-0.00015771428978642553
178,0.0599020546892157,-0.00010582636486502865
179,0.0498694723783931,-7.532784352978251e-05
