Sample_no,ICP,Second_Derivative
0,0.0646048634414908,-0.0005253902453710955
1,0.0754145269051297,-0.0005348829639657028
2,0.0856940537641002,-0.0006575320072903269
3,0.0954244585812131,-0.004370843649738346
4,0.1041531160575483,-0.008108127005503424
5,0.0979510156583431,-0.004802315558174005
6,0.0901796703289827,-0.0011366369127249754
7,0.0812683105027771,-0.0007761604354329203
8,0.0716596769495172,-0.0005565475547371773
9,0.0614809636054794,-0.00026491255401230214
10,0.050913493351103,0.00037046789854675195
11,0.0406339664921325,0.0012861790665900244
12,0.0316491813468758,0.002279336432608051
13,0.0249316856451457,0.003363322174113701
14,0.0215022150730808,0.004650594743802674
15,0.0226826934946137,0.0060458181598291
16,0.0299576277744965,0.007286727399684102
17,0.0446169739833981,0.008140858713404447
18,0.0675599500746486,0.008422752824573273
19,0.0991146893258003,0.008071733816189853
20,0.1388532836730938,0.0073646955091613495
21,0.1858993399329619,0.006708544236752
22,0.2396053993081844,0.006013997096176477
23,0.2995181674871315,0.004683674617173124
24,0.3644135033279809,0.0025223662766228824
25,0.4318716935099936,0.0002342028944366109
26,0.4993110724542689,-0.001389802422918987
27,0.5651620311106021,-0.002406772192157139
28,0.628649431888881,-0.00339684283534418
29,0.6888252799425821,-0.004534329191608816
30,0.7444004199821164,-0.005486045147058499
31,0.7943512120081269,-0.006005003511004026
32,0.8382072274871177,-0.006137695352508826
33,0.8758571300296555,-0.005978172002319232
34,0.9074632535820838,-0.005624473151227077
35,0.9334503600419072,-0.005279488791977621
36,0.9542213870721415,-0.0050778543366329365
37,0.9699256348862484,-0.0049128292026968945
38,0.9806681032156676,-0.004644450771153691
39,0.986749592919802,-0.004300028947569923
40,0.9885370162745788,-0.003900535853906123
41,0.986373435163076,-0.0033601887566769295
42,0.9808037859178655,-0.002755251979332879
43,0.9725565223796422,-0.0023759557987053925
44,0.9620495476438208,-0.0022637385715703062
45,0.9492357864013868,-0.002005135226026772
46,0.9342403550834948,-0.0012740712222976125
47,0.9178945095190244,-0.00032903658525554325
48,0.9013348776339783,0.0003084263374756313
49,0.8852370862956398,0.00048427804715864275
50,0.8696631055343644,0.000494397449767342
51,0.8545167752608898,0.0006779310894429735
52,0.8399689232338199,0.0010911036447638633
53,0.8265081885839116,0.001501133804087923
54,0.8146391555123308,0.001656617200316235
55,0.8045041371232852,0.0016221679472413209
56,0.7959358565921066,0.001721570033565989
57,0.788988757451624,0.0020199216979946144
58,0.7841188378061464,0.0021306486235869726
59,0.7815530645719413,0.001814032201552629
60,0.7808244135145341,0.0014367478245507492
61,0.7813735004984691,0.0013997347049106712
62,0.7832769805211248,0.0014284828559313067
63,0.7867928752446396,0.0010061372325403661
64,0.7914434789514407,0.0002676370779892967
65,0.7962367989209715,-0.00018692508135137453
66,0.8006805256937138,-0.00021850563732955797
67,0.804933022271898,-0.0002313412429647832
68,0.8090435498866687,-0.0004202421738329354
69,0.8127038806509653,-0.0005868436563393198
70,0.8157256053842918,-0.0006775999972085944
71,0.8181273644046754,-0.0008944189689813753
72,0.8196972608930806,-0.0012598800787285702
73,0.8199731722824599,-0.0016059684992697498
74,0.8186293960869551,-0.001969575374709015
75,0.8153951061631655,-0.002490884573115665
76,0.8096832297819935,-0.0029787237679721468
77,0.8008535017514083,-0.00308729663583876
78,0.7888221684051433,-0.002852004727590979
79,0.7739627107962962,-0.0025458099688585034
80,0.7565530881179292,-0.00210763488152399
81,0.73688867996575,-0.00126280096245171
