Sample_no,ICP,Second_Derivative
0,0.019874023795021,-0.0011203272125924722
1,0.0207545220526322,-0.0006406693026299246
2,0.0207545220526322,0.00032517529633499954
3,0.0208333396149461,0.0007172882214586005
4,0.0229357214955834,0.0013462650978532005
5,0.0237813100630944,0.005133403978811074
6,0.0305019813299474,0.009707427079548948
7,0.047262896426487,0.012810245315885954
8,0.0768979494825072,0.015021027006121426
9,0.1219854640534234,0.015702967040638213
10,0.1833780256595527,0.01478986460300153
11,0.2595198998429127,0.012430467363974268
12,0.3490175602486043,0.00823207461098617
13,0.446776205088299,0.0031213717618655823
14,0.5475853932816006,-0.002396822026779988
15,0.6465179973811477,-0.008109414386512734
16,0.736565938207477,-0.012710715521699473
17,0.8138221321279454,-0.015725813130128774
18,0.8747036210465554,-0.01685178377971036
19,0.918223014354228,-0.01690537508573131
20,0.9454341687667924,-0.016438657986843658
21,0.9550023962375854,-0.013964285290008593
22,0.9504100845396548,-0.010320081461577701
23,0.9359246369609084,-0.007022126478594515
24,0.9141056744662064,-0.004166553572279019
25,0.8887583717698534,-0.0022936275824204932
26,0.8611350501036419,-0.0013508394609463847
27,0.8324175962491164,-0.0008900003684975955
28,0.8027610678972918,1.2504379440531066e-05
29,0.772516819254389,0.0016525083347371794
30,0.7444371032087039,0.0027260583350181555
31,0.7192260755986103,0.0030080187638394373
32,0.6970173718601886,0.0032863940982524598
33,0.6779674069981894,0.003836982895304042
34,0.6627432169046832,0.004286879295826468
35,0.6520566699789846,0.0043001779233924065
36,0.6456165791324836,0.0038921357869258766
37,0.6433466446533495,0.003261649155593932
38,0.6440584845079875,0.0027501967372967895
39,0.64768321595009,0.0020789224446307875
40,0.6535011768326786,0.0013477250196151092
41,0.6603354770253538,0.0005425840466227738
42,0.6683347692358301,-0.0009091186550445607
43,0.6751580742871086,-0.0023366338356425598
44,0.6795318870188034,-0.00306266367167482
45,0.6806341362062932,-0.002906979114948971
46,0.6784783501150774,-0.0024662254776960657
47,0.6744822816656819,-0.0021392797707118216
48,0.6675599113005671,-0.001224306128859376
49,0.6597733080422233,-0.0005903813662010982
50,0.6517442479706194,0.00010150975663800188
51,0.6427028089539604,0.0017645360219225303
52,0.6363346236672236,0.0027344948608833963
53,0.6326904539533875,0.0030025320290743562
54,0.6318629788073614,0.0031996854275941344
55,0.6346882270691121,0.00307221110684458
56,0.6401900756578758,0.002508248174361266
57,0.648974844612215,0.0010291074598006433
58,0.6585501652058352,-0.00023954353984440013
59,0.6673778919945205,-0.0006014029812811683
60,0.675952080594417,-0.0008866262581717355
61,0.6833753274517013,-0.0009430167124769295
62,0.6898074909503119,-0.000594102403973007
63,0.6956006960589743,-0.00046317284850519447
64,0.7012864916903148,-0.0006032940061419245
65,0.7059733732722266,-0.0002443382862142851
66,0.7103523164057499,9.066731342322054e-06
67,0.7153686973406218,-0.0004925921509752462
68,0.7194544080465544,-0.0012167155646767291
69,0.722793652805116,-0.0020314903321124733
70,0.7236896374286519,-0.002164951189146308
71,0.7220926469411603,-0.001784025157156588
72,0.7192650620541642,-0.0017882520646626265
73,0.7142555404485782,-0.002195264909123723
74,0.707687478421026,-0.0029195017773696597
75,0.6976373743195012,-0.0024765838674696006
76,0.6844318876784091,-0.0008490922262336109
77,0.6711128727205459,2.4545735475722807e-05
78,0.6577799280308578,0.0003353601590376232
79,0.6446865540634934,0.0006200968989234501
80,0.632469409019457,0.00011123418934752549
81,0.6207406230021347,-0.00037338854087831663
82,0.6076038267654463,0.000673749014334174
83,0.5953011377772628,0.001509902445086031
84,0.5854332405687723,0.0010592617531177406
85,0.575901262332735,0.0006543505592629117
86,0.5674997013845693,0.0003126276834859443
87,0.5591187891252588,7.903478449694523e-05
88,0.55081667293431,-7.325827840123922e-05
89,0.5426524550557704,7.897273057153043e-05
90,0.5338406113704458,0.0005491596650896435
91,0.5265020119085682,9.131250195659746e-05
92,0.5190611884669402,-0.0005370745426685475
93,0.5107168187691923,-0.00037566488678367205
94,0.5021334673927603,-0.00017674108654354426
95,0.4934289660826817,-0.0003856915743387368
96,0.4844987819724063,-0.0004302553592812758
97,0.4745983470988162,-5.868790719434913e-05
98,0.4651430751149272,0.0003086005196875491
99,0.4555329764861733,0.0008417420584880958
100,0.4470217703361983,0.0008524945196375644
101,0.4398345741074828,0.000520864348371286
102,0.4323104436360196,0.0004399716238213808
103,0.4262196291222774,0.0001098797188472389
104,0.4193590034311265,0.0005953925803487692
105,0.413044203012461,0.0010310425123482847
106,0.4087891335476284,0.0005995288951873429
107,0.4039929469520377,0.0003164563071426235
108,0.4006173792448797,-0.0004596257249765562
109,0.3962075161201849,-0.00035255026467527484
110,0.3906071220422248,0.000521431779039308
111,0.387011884229631,8.99690203236686e-05
112,0.3826825919557271,-0.0003748713121129871
113,0.3781761284203718,-0.0005269885811826219
114,0.3732585766207775,-0.00038050178152591874
115,0.3672324182863821,8.608728262363141e-05
116,0.3623125541597242,-0.00013948041802301636
117,0.3566330572828869,7.167187669748776e-05
118,0.3508086100265788,0.00040772377009271055
119,0.3463203837861817,-0.00022650537648298552
120,0.3409355609738043,-0.00022751944248994294
121,0.3351016887835445,0.00048533002851794405
122,0.33015243415107,0.00028530469373160006
123,0.3258243138949791,-0.0007668410514769103
124,0.3205105261032621,-0.0011511980332671728
125,0.3134795748005061,-0.0005088454242792168
126,0.3062638259223855,-0.00011652519185910426
127,0.2990994540089162,-0.00033247475956015016
128,0.2915510249740725,-0.00030152215299551755
129,0.2833894341790857,0.0002433520900344821
130,0.2756321354137774,0.0003470075247037907
131,0.2686528227093931,0.0002448182249762676
132,0.2611012759522975,0.000964036619498912
133,0.2548954841396056,0.0014355931729042731
134,0.2504265629688132,0.001183488218453814
135,0.2468805182614352,0.0005386801199605551
136,0.2444858028591442,-0.00011478077837955014
137,0.241020272863107,8.290464234826656e-05
138,0.238085919635957,-0.0001232696730034677
139,0.2354916460341719,-0.0004909543145545647
140,0.2311929577207559,7.111195670804482e-05
141,0.2279992019470185,8.5331134254997e-05
142,0.224584443632387,-0.00028256233809732106
143,0.2208480823968851,-0.0007735844541380821
144,0.2168456801916288,-0.0008938294500142815
145,0.2106026250301994,-3.398321961666645e-05
146,0.2055315989508135,3.290620794883098e-05
147,0.200221234785047,-6.633653210647711e-05
148,0.1943491425417935,9.14780371606208e-05
149,0.1895744984114687,-9.809610927522666e-05
150,0.183532598281416,7.506556585930302e-05
151,0.1785353776007895,-0.00013182307184934905
152,0.1730163162844757,0.00011067975123865009
153,0.1669689645027129,0.0005621846878385225
154,0.16294275329249,2.2774587191999596e-05
155,0.1576512901559904,2.236866152172806e-05
156,0.1529602886492723,-0.00012307028544140258
157,0.1484230904553548,-0.000592314921241871
158,0.142485542864289,-0.0005434836211931984
159,0.1368256310697517,-0.0006227141289619313
160,0.1298368625945329,-0.00044494234170252417
161,0.1227373151683009,-0.00014660178010272515
162,0.1154084129579667,0.0002537853062854027
163,0.1080625921464392,0.0005880351846297531
164,0.1019951045465421,0.0003730740822367219
165,0.0957400098630965,0.00016198012559675082
166,0.0900740924640644,1.3073735418273752e-05
167,0.0840653480821408,0.0003188415020198218
168,0.0782053753232598,0.0006582104880569518
169,0.0736660523092644,0.00045741095936034995
170,0.068969500134683,0.0004265667241663239
171,0.0650964003738294,0.00024094145602052662
172,0.0614398918427715,-2.6373341238400058e-05
173,0.0574905142624765,7.592212998639922e-05
174,0.0538047901859064,-0.0007518291962812246
175,0.0501883166710692,-0.0015064149798220735
176,0.0431623717439164,-0.00048416519703864923
177,0.0368604591603736,0.00045984069044342334
178,0.0305832925137718,0.0008055653924465226
179,0.0253719644114517,0.001326111696116872
