Sample_no,ICP,Second_Derivative
0,0.0264643337334412,-0.002071481152326575
1,0.0283539108417563,-0.001320352753547225
2,0.0285475709971345,-0.00027767287069120107
3,0.0285475709971345,-0.0007431886230476756
4,0.029520116778063,-0.0019953718376759235
5,0.025768476660322,-0.0006071695530092498
6,0.0225111752082878,0.0012934968134549491
7,0.0205607041114725,0.00212097564520735
8,0.0206762208923324,0.0032179911779871
9,0.0238368341434524,0.0045469426755604244
10,0.0317132312883254,0.005252933269709649
11,0.045300734877674,0.004785796147230101
12,0.063761974763157,0.004065765019953278
13,0.085907820200816,0.004253733551271198
14,0.1120737783178017,0.005160419887877323
15,0.1435298397290428,0.005929378626945404
16,0.1810272614239557,0.006318812370055622
17,0.2248693737650512,0.006313125512065816
18,0.2752559940103322,0.0055273980914182785
19,0.3314614098493229,0.004004533408618387
20,0.3915943189623818,0.0026455791880384827
21,0.4540715795680681,0.0019641303268425753
22,0.5185149606665853,0.0012634251495495935
23,0.5845382705941836,-0.0002663275080443117
24,0.6504893029689872,-0.0024455004416327197
25,0.7139396515881219,-0.004593555919883058
26,0.7726816435048582,-0.006293663948070488
27,0.8249668089025279,-0.007285394869842837
28,0.8696993282484473,-0.007423003908632986
29,0.9068523867375626,-0.0071112970242860896
30,0.9370249973575044,-0.007068497993571593
31,0.960292776475453,-0.0073559461728503195
32,0.9760766744922752,-0.007253035010228948
33,0.984309381521942,-0.0063126992023709305
34,0.9861162115861302,-0.004988408217759671
35,0.9830751897589474,-0.004002008835551379
36,0.9762021158089464,-0.00353677535430047
37,0.9658329626537472,-0.0032663808406305506
38,0.9521409186145608,-0.0028459526061148654
39,0.9355252121860248,-0.0021443804961922552
40,0.9166959109957158,-0.0011966266315981688
41,0.8966399397335334,-0.00017785924361127248
42,0.8764643968504781,0.0006281337852402924
43,0.8570432303065969,0.00105214380939192
44,0.8387454178462015,0.0012543052220858608
45,0.8216550961172281,0.0015176513676396497
46,0.8060436597302684,0.0018169249037061075
47,0.7923375673984179,0.0018731206480637197
48,0.7806096012291597,0.0016346956083723718
49,0.7705125212718625,0.0012765054917861507
50,0.7617143251615405,0.0007221060262173062
51,0.7537934971124518,-0.000197524315106834
52,0.7457074731987905,-0.0010619294096056997
53,0.7362843756926137,-0.001197456783936346
54,0.7254529035976177,-0.0008607906655312136
55,0.7139854271370303,-0.0010764112338392806
56,0.7017551713343201,-0.002033007589202357
57,0.6873808336460897,-0.0027676778986815975
58,0.669925408714213,-0.002759702922073698
59,0.6497055285604227,-0.002597684133248096
60,0.6270568344058112,-0.0027009893185108436
61,0.6016394869417634,-0.0026862983553835595
62,0.5733843028233659,-0.002368572860944773
63,0.5428282519015698,-0.0020693653123178
64,0.5102374797971416,-0.001676864548992421
65,0.475739555612105,-0.0007714760206236626
66,0.4403831985749476,0.0002465076207186917
67,0.4055649552401456,0.000660082193513073
68,0.3715149478356284,0.0009488529766758375
69,0.3380306836422384,0.0021016447195709304
70,0.3064421090030125,0.003644087734953866
71,0.278902990922615,0.004225942573230654
72,0.2559456211102121,0.0039031721586597345
73,0.2366790684959142,0.0038717256664724045
74,0.2210618218520506,0.004266611811672899
75,0.209942048735103,0.004237536842072898
76,0.2032444698405807,0.003807338041121648
77,0.2001551763425834,0.003650682827590554
78,0.2006564699935974,0.003516291048322996
79,0.204971035260426,0.0027956720723695955
80,0.2121336343399061,0.002015129516706453
81,0.220969582467747,0.0019206666327423252
82,0.2316713167530406,0.0019190701443548216
83,0.2446507962060373,0.001196478137902704
84,0.2588852797435944,0.00033558942452968643
85,0.2731179224959384,0.00010373888654201247
86,0.2874416004322669,-0.00011553908472879126
87,0.3020000043320076,-0.0009897632307732107
88,0.3155357647820243,-0.0017289780286298545
89,0.3269230332449839,-0.0015471594364478841
90,0.3367140170172622,-0.0011649516566525908
91,0.3456574244121687,-0.0013496320698297704
92,0.3532324626258898,-0.0015230576395604545
93,0.3589932873000344,-0.0011801052248893024
94,0.3636586776762756,-0.0010069260534341096
95,0.3676087292883429,-0.0013513707871196934
96,0.3700571885129249,-0.001348932998924482
97,0.3708186881281726,-0.0006858315600382081
98,0.3710599673538763,-0.0004178755079129459
99,0.3712853207278495,-0.0010394533434238962
100,0.3703912441631759,-0.001543128504866112
101,0.3675941399538308,-0.0012530291872865917
102,0.3635500069530111,-0.0008334043505116157
103,0.3588908424306657,-0.0007890174103254155
104,0.3533751523407998,-0.0006694597773597294
105,0.347031475266199,-0.00030764417544439093
106,0.3405224586191496,-0.0002651984414782649
107,0.3339415313999547,-0.0006596023964179076
108,0.3266089711315863,-0.000921566834938492
109,0.3182131779480388,-0.0008392461067262824
110,0.3090092163042691,-0.0006504167272846084
111,0.2991278400692177,-0.00031079769526254353
112,0.2888077945678134,0.00019309252886884343
113,0.2787993114093465,0.0002708972086200856
114,0.2693787429468331,-0.0004047763701169327
115,0.2595543715839556,-0.0010335750753067835
116,0.2483305858453851,-0.0007215935571124182
117,0.2361751314573376,0.00022976600104947925
118,0.2243960545154874,0.000886654768340954
119,0.2137149553349175,0.0008536376886209007
120,0.2040081422589535,0.00032036872786112003
