Class,Peak,Method,Range,Dataset,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,%_Signals_with_Peak
Class1,P1,wavelet,avg,it1_smooth_4Hz,1.705,0.01044811497150326,1.70503766568467,1.583365028519476,280.0,27.0,20.0,1.1933333333333334,1.0
Class1,P2,wavelet,avg,it1_smooth_4Hz,3.643598615916955,0.019035615774752872,3.6436709333770545,3.5813853962417106,233.0,69.0,67.0,1.0833333333333333,0.9633333333333334
Class1,P3,wavelet,avg,it1_smooth_4Hz,5.613611111111111,0.03217965923890521,5.613730736713442,5.126779664767954,223.0,120.0,77.0,1.31,1.0
Class2,P1,wavelet,avg,it1_smooth_4Hz,2.8961111111111113,0.025255091677621765,2.8962321548165537,2.753443018814568,215.0,121.0,85.0,1.21,1.0
Class2,P2,wavelet,avg,it1_smooth_4Hz,2.675925925925926,0.012538355320355746,2.675964221064251,2.424277937746455,236.0,93.0,64.0,1.19,0.99
Class2,P3,wavelet,avg,it1_smooth_4Hz,5.574384787472036,0.03145517475526945,5.574492651573261,5.2853361554453615,140.0,221.0,160.0,1.3033333333333332,0.9933333333333333
Class3,P1,wavelet,avg,it1_smooth_4Hz,1.71,0.015259705364210525,1.7100797093197677,1.6167382790185518,290.0,15.0,10.0,1.1866666666666668,1.0
Class3,P2,wavelet,avg,it1_smooth_4Hz,2.6475,0.009871903617155594,2.6475269091168236,2.1466921325021513,248.0,84.0,52.0,1.21,1.0
Class3,P3,wavelet,avg,it1_smooth_4Hz,7.549217002237136,0.05946991770585033,7.549478854985345,7.225082222777423,111.0,252.0,189.0,1.27,0.9933333333333333
Class4,P1,wavelet,avg,it1_smooth_4Hz,,,,,0.0,0.0,68.0,0.59,0.32
Class4,P2,wavelet,avg,it1_smooth_4Hz,60.07142857142857,0.5308682119518762,60.07385429874338,58.74523853241552,0.0,39.0,100.0,0.39,0.35
Class4,P3,wavelet,avg,it1_smooth_4Hz,,,,,0.0,0.0,72.0,0.35,0.28
