Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,Peak_Count,Num_Signals_in_Class,Num_Signals_with_Peak
Class1,P1,concave_tuned,2.888888888888889,0.01822645520172661,2.8889533813825947,2.8889533813825947,0.45,300.0,135.0
Class1,P2,concave_tuned,7.68,0.025211764661323945,7.6800553535375435,7.6800553535375435,0.08333333333333333,300.0,25.0
Class1,P3,concave_tuned,2.471830985915493,0.007078664133417143,2.4718473284824483,2.4718473284824483,0.47333333333333333,300.0,142.0
Class2,P1,concave_tuned,5.290322580645161,0.037483722137819905,5.290472146130476,5.290472146130476,0.31,300.0,93.0
Class2,P2,concave_tuned,6.752212389380531,0.019459136629750757,6.7522515815054795,6.7522515815054795,0.37666666666666665,300.0,113.0
Class2,P3,concave_tuned,1.3333333333333333,0.0010742979664325931,1.3333339195871892,1.3333339195871892,0.08,300.0,24.0
Class3,P1,concave_tuned,14.25,0.07491638166328361,14.250213101027514,14.250213101027514,0.013333333333333334,300.0,4.0
Class3,P2,concave_tuned,5.316770186335404,0.01833867504361222,5.31681149622862,5.31681149622862,0.5366666666666666,300.0,161.0
Class3,P3,concave_tuned,1.3125,0.000823451886657247,1.31250032617307,1.31250032617307,0.10666666666666667,300.0,32.0
Class4,P1,concave_tuned,,,,,0.7,100.0,70.0
Class4,P2,concave_tuned,,,,,0.0,100.0,0.0
Class4,P3,concave_tuned,,,,,0.01,100.0,1.0
