Sample_no,ICP
0,0.0187570450225774
1,0.020542306219463104
2,0.02154626684367788
3,0.02196929442490545
4,0.021969294424905448
5,0.01714126489554514
6,0.013843604962590388
7,0.01395497097078705
8,0.019158022097701753
9,0.031450576228261376
10,0.053083290025417854
11,0.08557565484625174
12,0.12959692869682465
13,0.18555309572616166
14,0.2531321922940433
15,0.3304165063271373
16,0.4142244525800665
17,0.500967537292051
18,0.5868085725362067
19,0.667895521069788
20,0.7411614121858284
21,0.8045485616940258
22,0.8565143617905068
23,0.8960994757967038
24,0.9234962517305195
25,0.9399223834565161
26,0.9470220986997343
27,0.9467426920604279
28,0.9413194019815504
29,0.9328261012821895
30,0.9229573911502043
31,0.9133288304993672
32,0.9054512848719203
33,0.9003130512483825
34,0.8984402365170505
35,0.9002280045413548
36,0.9057072895157808
37,0.9142265740468253
38,0.9248249837465097
39,0.9366576341568001
40,0.9488547736966053
41,0.9604873060213281
42,0.9709144150511024
43,0.9797570291961336
44,0.9865421506856968
45,0.9908427926059767
46,0.9926651395074308
47,0.9922756800922421
48,0.9897697107083206
49,0.9850368150029598
50,0.9779091078434672
51,0.9681866922830664
52,0.9557165863126216
53,0.9404817085282651
54,0.9225222936083711
55,0.901937730967215
56,0.8790797539611153
57,0.8545888424080677
58,0.8292586100617871
59,0.8040315716634325
60,0.7799578579442098
61,0.7579069767689278
62,0.7384413966967243
63,0.7220302477038243
64,0.7090430119143212
65,0.6993920995864468
66,0.6925035587669233
67,0.6877650371686278
68,0.6847520653758737
69,0.6830219957880197
70,0.6820409102206361
71,0.6814031387475868
72,0.6808891018316
73,0.6803042522997159
74,0.6795114976858208
75,0.6785961790048047
76,0.6777008800062981
77,0.6766870173598194
78,0.6752386365825293
79,0.673280612105022
80,0.6709927652580037
81,0.6684521653680073
82,0.6655757642433282
83,0.6623470292147497
84,0.6587947967826179
85,0.6548606798685935
86,0.6505553392004213
87,0.6460610354277987
88,0.6414358181590291
89,0.6364519101269107
90,0.6309413122858112
91,0.6250531121076913
92,0.6190048076927364
93,0.6128142009547805
94,0.606383305041754
95,0.5996483758126127
96,0.5925985011778468
97,0.5852962393016983
98,0.5778658830859578
99,0.5703177124807645
100,0.5624056504279027
101,0.5538141892505608
102,0.5445115930428985
103,0.5347612942922747
104,0.5247231327783434
105,0.514251976068835
106,0.5032125687275412
107,0.4917410512802954
108,0.48004718767949645
109,0.46824963436846223
110,0.45652249673928935
111,0.4450773949597582
112,0.4339599031581013
113,0.4231802916006454
114,0.4129330815981766
115,0.40336514951470465
116,0.3943517494806146
117,0.3857555091459946
118,0.37757902563245593
119,0.36969995971834635
120,0.36182028551525447
121,0.3537411535447853
122,0.34540599365359903
123,0.3367646872237334
124,0.32779344248344194
125,0.31850529740323286
126,0.3089329205196019
127,0.29927119530886565
128,0.28984915790243143
129,0.280800886251618
130,0.2720499010414196
131,0.26364156143418505
132,0.2557292136561159
133,0.24834286471689782
134,0.24148391848117473
135,0.23518543836499
136,0.22929642032977293
137,0.2235826923871361
138,0.21804689243640177
139,0.212750107927823
140,0.20752253930902514
141,0.20221706139018805
142,0.19690376427632217
143,0.19157462779008752
144,0.18606929201778605
145,0.18036888824835665
146,0.17459579529783234
147,0.16883250257195226
148,0.1631848392754465
149,0.15775454158445817
150,0.15244561825415281
151,0.14712244363025792
152,0.1418963195521444
153,0.1369372779402047
154,0.1321625256124878
155,0.12733069790578788
156,0.12226126964266877
157,0.11691895466422698
158,0.11147863130338102
159,0.10622760647969345
160,0.10125575746939788
161,0.09638036190716204
162,0.0914421783085933
163,0.08654116557443012
164,0.08197229145434926
165,0.07797876131282065
166,0.074532450139681
167,0.07138505822187642
168,0.06833073606474427
169,0.06532088866846468
170,0.06241888354698266
171,0.05976077225270021
172,0.05737904872871294
173,0.055068146906054556
174,0.052719084862825345
175,0.05056922304990422
176,0.04387118708681534
177,0.0374706031777345
178,0.03136620869542336
179,0.025595260619448452
