Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,%_Signals_with_Peak
Class1,P1,curvature,2.75,0.029626496152344806,2.7501658929196977,2.7501658929196977,0.75,0.25,0.99,0.013333333333333334,0.013333333333333334
Class1,P2,curvature,8.46734693877551,0.0368658243090693,8.467482149983015,7.751145005152323,0.6612244897959184,0.3836734693877551,0.46,0.8533333333333334,0.8166666666666667
Class1,P3,curvature,14.174470457079154,0.06502323354984106,14.174676090320851,3.745848355297894,0.6454849498327759,0.9933110367892977,0.3566666666666667,1.6333333333333333,0.9966666666666667
Class2,P1,curvature,4.255434782608695,0.05735447920537114,4.2559222752372365,4.2070087902182545,0.6358695652173914,0.3695652173913043,0.61,0.6166666666666667,0.6133333333333333
Class2,P2,curvature,5.135627530364372,0.01937577908450497,5.135682975817098,4.631633974637799,0.7327935222672065,0.29959514170040485,0.39666666666666667,0.85,0.8233333333333334
Class2,P3,curvature,13.220917225950783,0.08599264738303579,13.22127009717916,7.137713429652679,0.2651006711409396,1.1778523489932886,0.7366666666666667,1.4333333333333333,0.9933333333333333
Class3,P1,curvature,1.7167235494880546,0.03169373644609788,1.7170289147722937,1.7170289147722937,0.962457337883959,0.03754266211604096,0.06,0.9766666666666667,0.9766666666666667
Class3,P2,curvature,5.913907284768212,0.019016410025035367,5.913954598111309,5.86097482980392,0.6423841059602649,0.36423841059602646,0.6766666666666666,0.5066666666666667,0.5033333333333333
Class3,P3,curvature,13.26551724137931,0.05382295646281348,13.265673565261569,6.031145700923324,0.27586206896551724,1.4172413793103449,0.7333333333333333,1.6366666666666667,0.9666666666666667
Class4,P1,curvature,,,,,,,1.0,0.0,0.0
Class4,P2,curvature,1.0588235294117647,0.0009576093272462135,1.0588241693262455,1.0588241693262455,1.0,0.0,0.83,0.17,0.17
Class4,P3,curvature,,,,,,,1.0,0.0,0.0
