Class,Peak,File,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,Reference_Peaks,Detected_Peaks,%_Signals_with_Peak,Method
Class1,P1,Class1_example_0001,5.0,0.04564522725517983,5.000208344336381,5.000208344336381,0.0,1.0,1,1,31,[36],0.43333333333333335,concave
Class1,P1,Class1_example_0002,3.0,0.01773532806288225,3.000052423185551,3.000052423185551,1.0,0.0,0,1,31,[34],0.43333333333333335,concave
Class1,P1,Class1_example_0003,3.0,0.022901002537794368,3.0000874080461783,3.0000874080461783,1.0,0.0,0,1,33,[36],0.43333333333333335,concave
Class1,P1,Class1_example_0004,1.0,0.004338834533734071,1.0000094126982562,1.0000094126982562,1.0,0.0,0,1,38,[39],0.43333333333333335,concave
Class1,P1,Class1_example_0005,0.0,0.0,0.0,0.0,1.0,0.0,0,1,38,[38],0.43333333333333335,concave
Class1,P1,Class1_example_0006,4.0,0.030265934439258402,4.000114501709605,4.000114501709605,0.0,1.0,1,1,25,[29],0.43333333333333335,concave
Class1,P1,Class1_example_0007,3.0,0.018056086200538224,3.0000543365494035,3.0000543365494035,1.0,0.0,0,1,31,[34],0.43333333333333335,concave
Class1,P1,Class1_example_0008,3.0,0.006088453326226206,3.000006178204289,3.000006178204289,1.0,0.0,0,1,31,[34],0.43333333333333335,concave
Class1,P1,Class1_example_0009,3.0,0.029222731336859376,3.0001423246284147,3.0001423246284147,1.0,0.0,0,1,37,[40],0.43333333333333335,concave
Class1,P1,Class1_example_0010,4.0,0.04243497297740839,4.000225084533568,4.000225084533568,0.0,1.0,1,1,29,[33],0.43333333333333335,concave
Class1,P1,Class1_example_0011,5.0,0.04294001738233966,5.000184381109641,5.000184381109641,0.0,1.0,1,1,28,[33],0.43333333333333335,concave
Class1,P1,Class1_example_0012,,,,,,,1,0,29,[],0.43333333333333335,concave
Class1,P1,Class1_example_0013,,,,,,,1,0,38,[],0.43333333333333335,concave
Class1,P1,Class1_example_0014,2.0,0.009479363493241522,2.0000224644568965,2.0000224644568965,1.0,0.0,0,1,35,[37],0.43333333333333335,concave
Class1,P1,Class1_example_0015,3.0,0.010722288768497013,3.0000191611848805,3.0000191611848805,1.0,0.0,0,1,32,[35],0.43333333333333335,concave
Class1,P1,Class1_example_0016,2.0,0.008852850635224452,2.0000195931451197,2.0000195931451197,1.0,0.0,0,1,33,[35],0.43333333333333335,concave
Class1,P1,Class1_example_0017,,,,,,,1,0,32,[],0.43333333333333335,concave
Class1,P1,Class1_example_0018,,,,,,,1,0,30,[],0.43333333333333335,concave
Class1,P1,Class1_example_0019,6.0,0.05493354524225025,6.000251469263008,6.000251469263008,0.0,1.0,1,1,25,[31],0.43333333333333335,concave
Class1,P1,Class1_example_0020,,,,,,,1,0,21,[],0.43333333333333335,concave
Class1,P1,Class1_example_0021,,,,,,,1,0,21,[],0.43333333333333335,concave
Class1,P1,Class1_example_0022,,,,,,,1,0,22,[],0.43333333333333335,concave
Class1,P1,Class1_example_0023,,,,,,,1,0,37,[],0.43333333333333335,concave
Class1,P1,Class1_example_0024,2.0,0.008268400135961973,2.0000170915371718,2.0000170915371718,1.0,0.0,0,1,44,[46],0.43333333333333335,concave
Class1,P1,Class1_example_0025,,,,,,,1,0,38,[],0.43333333333333335,concave
Class1,P1,Class1_example_0026,3.0,0.026504688805501053,3.0001170808034603,3.0001170808034603,1.0,0.0,0,1,39,[42],0.43333333333333335,concave
Class1,P1,Class1_example_0027,5.0,0.025525562765099208,5.0000651550109305,5.0000651550109305,0.0,1.0,1,1,31,[36],0.43333333333333335,concave
Class1,P1,Class1_example_0028,3.0,0.019268471318503066,3.00006187835967,3.00006187835967,1.0,0.0,0,1,31,[34],0.43333333333333335,concave
Class1,P1,Class1_example_0029,2.0,0.006934520272253608,2.0000120218567203,2.0000120218567203,1.0,0.0,0,1,39,[41],0.43333333333333335,concave
Class1,P1,Class1_example_0030,,,,,,,1,0,25,[],0.43333333333333335,concave
Class1,P1,Class1_example_0031,,,,,,,1,0,33,[],0.43333333333333335,concave
Class1,P1,Class1_example_0032,,,,,,,1,0,25,[],0.43333333333333335,concave
Class1,P1,Class1_example_0033,,,,,,,1,0,26,[],0.43333333333333335,concave
Class1,P1,Class1_example_0034,1.0,0.003819646488264161,1.0000072948230405,1.0000072948230405,1.0,0.0,0,1,39,[40],0.43333333333333335,concave
Class1,P1,Class1_example_0035,4.0,0.02219780451056841,4.000061592341434,4.000061592341434,0.0,1.0,1,1,32,[36],0.43333333333333335,concave
Class1,P1,Class1_example_0036,2.0,0.0031140089341534782,2.0000024242614414,2.0000024242614414,1.0,0.0,0,1,36,[38],0.43333333333333335,concave
Class1,P1,Class1_example_0037,,,,,,,1,0,37,[],0.43333333333333335,concave
Class1,P1,Class1_example_0038,,,,,,,1,0,31,[],0.43333333333333335,concave
Class1,P1,Class1_example_0039,,,,,,,1,0,25,[],0.43333333333333335,concave
Class1,P1,Class1_example_0040,4.0,0.019854018855160027,4.000049272454616,4.000049272454616,0.0,1.0,1,1,37,[41],0.43333333333333335,concave
Class1,P1,Class1_example_0041,3.0,0.023113312625973825,3.0000890362155164,3.0000890362155164,1.0,0.0,0,1,36,[39],0.43333333333333335,concave
Class1,P1,Class1_example_0042,,,,,,,1,0,36,[],0.43333333333333335,concave
Class1,P1,Class1_example_0043,,,,,,,1,0,35,[],0.43333333333333335,concave
Class1,P1,Class1_example_0044,,,,,,,1,0,35,[],0.43333333333333335,concave
Class1,P1,Class1_example_0045,2.0,0.008418339301699662,2.0000177170306763,2.0000177170306763,1.0,0.0,0,1,41,[43],0.43333333333333335,concave
Class1,P1,Class1_example_0046,4.0,0.02102344332947359,4.000055247764639,4.000055247764639,0.0,1.0,1,1,34,[38],0.43333333333333335,concave
Class1,P1,Class1_example_0047,2.0,0.005151900395159226,2.000006635508413,2.000006635508413,1.0,0.0,0,1,37,[39],0.43333333333333335,concave
Class1,P1,Class1_example_0048,,,,,,,1,0,23,[],0.43333333333333335,concave
Class1,P1,Class1_example_0049,2.0,0.008272372612178724,2.000017107963988,2.000017107963988,1.0,0.0,0,1,36,[38],0.43333333333333335,concave
Class1,P1,Class1_example_0050,2.0,0.009304661838468564,2.000021644065866,2.000021644065866,1.0,0.0,0,1,42,[44],0.43333333333333335,concave
Class1,P1,Class1_example_0051,,,,,,,1,0,29,[],0.43333333333333335,concave
Class1,P1,Class1_example_0052,,,,,,,1,0,31,[],0.43333333333333335,concave
Class1,P1,Class1_example_0053,2.0,0.015132890574675373,2.000057250274888,2.000057250274888,1.0,0.0,0,1,27,[29],0.43333333333333335,concave
Class1,P1,Class1_example_0054,,,,,,,1,0,35,[],0.43333333333333335,concave
Class1,P1,Class1_example_0055,,,,,,,1,0,35,[],0.43333333333333335,concave
Class1,P1,Class1_example_0056,,,,,,,1,0,28,[],0.43333333333333335,concave
Class1,P1,Class1_example_0057,5.0,0.042678610696813224,5.000182143063491,5.000182143063491,0.0,1.0,1,1,30,[35],0.43333333333333335,concave
Class1,P1,Class1_example_0058,3.0,0.016970355553909133,3.0000479984439625,3.0000479984439625,1.0,0.0,0,1,27,[30],0.43333333333333335,concave
Class1,P1,Class1_example_0059,,,,,,,1,0,26,[],0.43333333333333335,concave
Class1,P1,Class1_example_0060,,,,,,,1,0,30,[],0.43333333333333335,concave
Class1,P1,Class1_example_0061,,,,,,,1,0,24,[],0.43333333333333335,concave
Class1,P1,Class1_example_0062,,,,,,,1,0,27,[],0.43333333333333335,concave
Class1,P1,Class1_example_0063,,,,,,,1,0,26,[],0.43333333333333335,concave
Class1,P1,Class1_example_0064,,,,,,,1,0,36,[],0.43333333333333335,concave
Class1,P1,Class1_example_0065,,,,,,,1,0,27,[],0.43333333333333335,concave
Class1,P1,Class1_example_0066,,,,,,,1,0,33,[],0.43333333333333335,concave
Class1,P1,Class1_example_0067,,,,,,,1,0,29,[],0.43333333333333335,concave
Class1,P1,Class1_example_0068,,,,,,,1,0,60,[],0.43333333333333335,concave
Class1,P1,Class1_example_0069,4.0,0.04124993421867795,4.0002126889795555,4.0002126889795555,0.0,1.0,1,1,30,[34],0.43333333333333335,concave
Class1,P1,Class1_example_0070,1.0,0.00807597791606085,1.0000326101779384,1.0000326101779384,1.0,0.0,0,1,38,[39],0.43333333333333335,concave
Class1,P1,Class1_example_0071,,,,,,,1,0,34,[],0.43333333333333335,concave
Class1,P1,Class1_example_0072,2.0,0.003700063674706877,2.0000034226148706,2.0000034226148706,1.0,0.0,0,1,46,[48],0.43333333333333335,concave
Class1,P1,Class1_example_0073,,,,,,,1,0,21,[],0.43333333333333335,concave
Class1,P1,Class1_example_0074,,,,,,,1,0,29,[],0.43333333333333335,concave
Class1,P1,Class1_example_0075,,,,,,,1,0,30,[],0.43333333333333335,concave
Class1,P1,Class1_example_0076,,,,,,,1,0,31,[],0.43333333333333335,concave
Class1,P1,Class1_example_0077,3.0,0.02521278305881658,3.000105945534186,3.000105945534186,1.0,0.0,0,1,31,[34],0.43333333333333335,concave
Class1,P1,Class1_example_0078,2.0,0.0157802683666034,2.0000622532485637,2.0000622532485637,1.0,0.0,0,1,33,[35],0.43333333333333335,concave
Class1,P1,Class1_example_0079,5.0,0.03412126324657516,5.000116424705083,5.000116424705083,0.0,1.0,1,1,29,[34],0.43333333333333335,concave
Class1,P1,Class1_example_0080,5.0,0.03228346928919523,5.00010422115273,5.00010422115273,0.0,1.0,1,1,28,[33],0.43333333333333335,concave
Class1,P1,Class1_example_0081,4.0,0.04634020841446396,4.000268417858469,4.000268417858469,0.0,1.0,1,1,26,[30],0.43333333333333335,concave
Class1,P1,Class1_example_0082,3.0,0.013574942722036853,3.000030713021103,3.000030713021103,1.0,0.0,0,1,33,[36],0.43333333333333335,concave
Class1,P1,Class1_example_0083,4.0,0.02554620422193088,4.000081575236954,4.000081575236954,0.0,1.0,1,1,31,[35],0.43333333333333335,concave
Class1,P1,Class1_example_0084,4.0,0.025763744438716873,4.000082970455426,4.000082970455426,0.0,1.0,1,1,31,[35],0.43333333333333335,concave
Class1,P1,Class1_example_0085,6.0,0.06330590959131255,6.000333960554961,6.000333960554961,0.0,1.0,1,1,28,[34],0.43333333333333335,concave
Class1,P1,Class1_example_0086,4.0,0.03286224930186177,4.000134988650905,4.000134988650905,0.0,1.0,1,1,30,[34],0.43333333333333335,concave
Class1,P1,Class1_example_0087,,,,,,,1,0,50,[],0.43333333333333335,concave
Class1,P1,Class1_example_0088,,,,,,,1,0,40,[],0.43333333333333335,concave
Class1,P1,Class1_example_0089,2.0,0.010815868680461138,2.0000292455400026,2.0000292455400026,1.0,0.0,0,1,44,[46],0.43333333333333335,concave
Class1,P1,Class1_example_0090,3.0,0.02028324893238298,3.0000685675809566,3.0000685675809566,1.0,0.0,0,1,34,[37],0.43333333333333335,concave
Class1,P1,Class1_example_0091,3.0,0.01475803093781436,3.000036299693249,3.000036299693249,1.0,0.0,0,1,38,[41],0.43333333333333335,concave
Class1,P1,Class1_example_0092,4.0,0.03191016898345056,4.000127280335533,4.000127280335533,0.0,1.0,1,1,32,[36],0.43333333333333335,concave
Class1,P1,Class1_example_0093,4.0,0.04011443402318038,4.000201140919916,4.000201140919916,0.0,1.0,1,1,31,[35],0.43333333333333335,concave
Class1,P1,Class1_example_0094,,,,,,,1,0,21,[],0.43333333333333335,concave
Class1,P1,Class1_example_0095,,,,,,,1,0,26,[],0.43333333333333335,concave
Class1,P1,Class1_example_0096,,,,,,,1,0,70,[],0.43333333333333335,concave
Class1,P1,Class1_example_0097,,,,,,,1,0,51,[],0.43333333333333335,concave
Class1,P1,Class1_example_0098,,,,,,,1,0,57,[],0.43333333333333335,concave
Class1,P1,Class1_example_0099,1.0,0.005577599527473387,1.0000155546872702,1.0000155546872702,1.0,0.0,0,1,31,[32],0.43333333333333335,concave
Class1,P1,Class1_example_0100,2.0,0.008552206570089371,2.0000182849757193,2.0000182849757193,1.0,0.0,0,1,32,[34],0.43333333333333335,concave
Class1,P1,Class1_example_0101,3.0,0.018086208199773468,3.0000545179924725,3.0000545179924725,1.0,0.0,0,1,33,[36],0.43333333333333335,concave
Class1,P1,Class1_example_0102,1.0,0.00574661354371242,1.0000165116472932,1.0000165116472932,1.0,0.0,0,1,31,[32],0.43333333333333335,concave
Class1,P1,Class1_example_0103,,,,,,,1,0,35,[],0.43333333333333335,concave
Class1,P1,Class1_example_0104,,,,,,,1,0,30,[],0.43333333333333335,concave
Class1,P1,Class1_example_0105,3.0,0.010854582583691208,3.000019636929576,3.000019636929576,1.0,0.0,0,1,31,[34],0.43333333333333335,concave
Class1,P1,Class1_example_0106,,,,,,,1,0,35,[],0.43333333333333335,concave
Class1,P1,Class1_example_0107,2.0,0.01550519240748438,2.0000601018448405,2.0000601018448405,1.0,0.0,0,1,37,[39],0.43333333333333335,concave
