Class,Peak,File,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,Peak_Count,Reference_Peaks,Detected_Peaks,Num_Signals_in_Class,Num_Signals_with_Peak,Method
Class1,P1,Class1_it2_example_0001,4.0,0.048613009993787815,4.000295392185514,4.000295392185514,1,39,[35],250,247,line_distance_8
Class1,P1,Class1_it2_example_0002,5.0,0.049128779566120384,5.000241357872803,5.000241357872803,1,40,[35],250,247,line_distance_8
Class1,P1,Class1_it2_example_0003,6.0,0.06315126290399331,6.000332330963541,6.000332330963541,1,40,[34],250,247,line_distance_8
Class1,P1,Class1_it2_example_0004,6.0,0.05012710720468583,6.000209390252703,6.000209390252703,1,42,[36],250,247,line_distance_8
Class1,P1,Class1_it2_example_0005,5.0,0.0426971759539968,5.000182301560058,5.000182301560058,1,39,[34],250,247,line_distance_8
Class1,P1,Class1_it2_example_0006,5.0,0.043060376143602364,5.000185416161448,5.000185416161448,1,41,[36],250,247,line_distance_8
Class1,P1,Class1_it2_example_0007,6.0,0.05554161933453805,6.000257067116233,6.000257067116233,1,42,[36],250,247,line_distance_8
Class1,P1,Class1_it2_example_0008,4.0,0.04927552712581551,4.000303498182798,4.000303498182798,1,38,[34],250,247,line_distance_8
Class1,P1,Class1_it2_example_0009,5.0,0.05625325704948525,5.000316432879891,5.000316432879891,1,38,[33],250,247,line_distance_8
Class1,P1,Class1_it2_example_0010,5.0,0.05295349699013452,5.000280399421965,5.000280399421965,1,41,[36],250,247,line_distance_8
Class1,P1,Class1_it2_example_0011,4.0,0.05556687891089673,4.000385941135168,4.000385941135168,1,35,[31],250,247,line_distance_8
Class1,P1,Class1_it2_example_0012,6.0,0.06426821503816682,6.000344190416429,6.000344190416429,1,36,[30],250,247,line_distance_8
Class1,P1,Class1_it2_example_0013,5.0,0.041921141794389105,5.000175735124651,5.000175735124651,1,36,[31],250,247,line_distance_8
Class1,P1,Class1_it2_example_0014,6.0,0.05771767907693859,6.000277604451149,6.000277604451149,1,41,[35],250,247,line_distance_8
Class1,P1,Class1_it2_example_0015,1.0,0.01772916439600558,1.000157149287141,1.000157149287141,1,23,[24],250,247,line_distance_8
Class1,P1,Class1_it2_example_0016,3.0,0.027980421311140202,3.0001304811585694,3.0001304811585694,1,29,[26],250,247,line_distance_8
Class1,P1,Class1_it2_example_0017,0.0,0.0,0.0,0.0,1,27,[27],250,247,line_distance_8
Class1,P1,Class1_it2_example_0018,0.0,0.0,0.0,0.0,1,28,[28],250,247,line_distance_8
Class1,P1,Class1_it2_example_0019,2.0,0.03256239319938792,2.0002650597985436,2.0002650597985436,1,28,[26],250,247,line_distance_8
Class1,P1,Class1_it2_example_0020,3.0,0.027883049892169387,3.0001295746136183,3.0001295746136183,1,37,[34],250,247,line_distance_8
Class1,P1,Class1_it2_example_0021,2.0,0.02375041122671473,2.000141015537014,2.000141015537014,1,37,[35],250,247,line_distance_8
Class1,P1,Class1_it2_example_0022,1.0,0.005769386979172841,1.0000166427745667,1.0000166427745667,1,41,[40],250,247,line_distance_8
Class1,P1,Class1_it2_example_0023,8.0,0.045776252814639595,8.00013096551061,8.00013096551061,1,45,[37],250,247,line_distance_8
Class1,P1,Class1_it2_example_0024,3.0,0.018177272789312693,3.000055068368922,3.000055068368922,1,46,[43],250,247,line_distance_8
Class1,P1,Class1_it2_example_0025,1.0,0.004523465669071247,1.0000102308184948,1.0000102308184948,1,43,[42],250,247,line_distance_8
Class1,P1,Class1_it2_example_0026,2.0,0.020057081363875406,2.0001005690996734,2.0001005690996734,1,41,[39],250,247,line_distance_8
Class1,P1,Class1_it2_example_0027,2.0,0.014803948781797027,2.000054788474439,2.000054788474439,1,44,[42],250,247,line_distance_8
Class1,P1,Class1_it2_example_0028,3.0,0.029481236924618792,3.0001448537246675,3.0001448537246675,1,45,[42],250,247,line_distance_8
Class1,P1,Class1_it2_example_0029,3.0,0.04180993535869548,3.000291330970161,3.000291330970161,1,58,[55],250,247,line_distance_8
Class1,P1,Class1_it2_example_0030,1.0,0.017870279456161264,1.0001596606981513,1.0001596606981513,1,28,[27],250,247,line_distance_8
Class1,P1,Class1_it2_example_0031,1.0,0.014124675121935715,1.0000997482487934,1.0000997482487934,1,27,[26],250,247,line_distance_8
Class1,P1,Class1_it2_example_0032,5.0,0.05491341212885115,5.000301539190575,5.000301539190575,1,34,[29],250,247,line_distance_8
Class1,P1,Class1_it2_example_0033,5.0,0.03738723581647163,5.000139778586394,5.000139778586394,1,34,[29],250,247,line_distance_8
Class1,P1,Class1_it2_example_0034,3.0,0.0401241075730322,3.000268312002867,3.000268312002867,1,31,[28],250,247,line_distance_8
Class1,P1,Class1_it2_example_0035,3.0,0.030250012359496203,3.0001525066649113,3.0001525066649113,1,39,[36],250,247,line_distance_8
Class1,P1,Class1_it2_example_0036,3.0,0.03521273394255586,3.000206648987984,3.000206648987984,1,40,[37],250,247,line_distance_8
Class1,P1,Class1_it2_example_0037,2.0,0.0191214892819227,2.0000914057493366,2.0000914057493366,1,39,[37],250,247,line_distance_8
Class1,P1,Class1_it2_example_0038,3.0,0.0330459376953377,3.0001820001456854,3.0001820001456854,1,38,[35],250,247,line_distance_8
Class1,P1,Class1_it2_example_0039,2.0,0.037229967937513986,2.0003464876147405,2.0003464876147405,1,29,[27],250,247,line_distance_8
Class1,P1,Class1_it2_example_0040,1.0,0.015124737280647227,1.000114372298393,1.000114372298393,1,29,[28],250,247,line_distance_8
Class1,P1,Class1_it2_example_0041,2.0,0.026782303973450272,2.000179314913072,2.000179314913072,1,33,[31],250,247,line_distance_8
Class1,P1,Class1_it2_example_0042,,,,,0,43,[],250,247,line_distance_8
Class1,P1,Class1_it2_example_0043,4.0,0.06265882006418211,4.000490735863768,4.000490735863768,1,35,[31],250,247,line_distance_8
Class1,P1,Class1_it2_example_0044,2.0,0.028472121134744954,2.0002026551532,2.0002026551532,1,28,[26],250,247,line_distance_8
Class1,P1,Class1_it2_example_0045,2.0,0.035375252994366835,2.000312827665817,2.000312827665817,1,30,[28],250,247,line_distance_8
Class1,P1,Class1_it2_example_0046,2.0,0.031843690960099535,2.00025348909931,2.00025348909931,1,29,[27],250,247,line_distance_8
