Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,%_Signals_with_Peak
Class1,P1,hilbert,4.25,0.03340667367225052,4.250142180527673,4.250142180527673,9.0,31.0,241,0.16,0.16
Class1,P2,hilbert,8.084980430528375,0.026038237854839434,8.085058716390085,4.082235432617896,121.0,125.0,129,1.004,0.584
Class1,P3,hilbert,8.847486772486773,0.03166936140947251,8.847570355417039,1.9017154004825734,215.0,266.0,35,1.952,0.936
Class2,P1,hilbert,7.273453093812376,0.06298959028973142,7.273886858886961,6.3837017098120805,22.0,179.0,228,0.804,0.668
Class2,P2,hilbert,3.9551339285714286,0.0090932481025552,3.9551495652378175,1.897330344276498,206.0,114.0,44,1.308,0.896
Class2,P3,hilbert,12.217530145105252,0.07870688458139193,12.217855320562457,5.013044251558351,194.0,289.0,56,1.948,0.932
Class3,P1,hilbert,3.484848484848485,0.04791868780114199,3.485213394829061,3.262975409775785,108.0,113.0,142,0.892,0.792
Class3,P2,hilbert,2.7368794326241135,0.00655089880687089,2.7368910415493377,2.0127769668573534,220.0,50.0,30,1.088,0.94
Class3,P3,hilbert,14.378642050040357,0.08269768555078011,14.378975394141664,6.021419476764672,188.0,278.0,62,1.888,0.944
Class4,P1,hilbert,,,,,0.0,0.0,50,0.0,0.0
Class4,P2,hilbert,0.9736842105263158,0.001265378411841457,0.9736852698920341,0.8421062109725791,19.0,1.0,31,0.4,0.38
Class4,P3,hilbert,,,,,0.0,0.0,50,0.0,0.0
