Sample_no,ICP
0,0.002546137022645035
1,0.0027316952260672545
2,0.0029759856399270554
3,0.003298204832888049
4,0.003551395673722025
5,0.002333895410237866
6,0.0026486897887607963
7,0.004773703559527914
8,0.007474479346761891
9,0.010265530148639606
10,0.014941034381690282
11,0.023657587064630815
12,0.037344435658766884
13,0.057506491543143294
14,0.08650311153069634
15,0.12469676218169642
16,0.1710845323159997
17,0.22632347485550186
18,0.29082615351682284
19,0.3619518901155528
20,0.43634491274180665
21,0.5116391255679396
22,0.5847006434821383
23,0.6521886166913459
24,0.7127205306230385
25,0.7661155892171293
26,0.8117967366139578
27,0.8489005147371023
28,0.8773883342589738
29,0.8989884820911616
30,0.9157977403031632
31,0.9281224642676552
32,0.9360486447747088
33,0.9411146906857564
34,0.9438930026426677
35,0.9438229529174887
36,0.9423284928320272
37,0.9411479451251404
38,0.9393989587931401
39,0.9367875699246037
40,0.9354682108470097
41,0.936142467004343
42,0.9375740447251365
43,0.9398409426956562
44,0.9433816345282191
45,0.9473408985935482
46,0.9518772262380562
47,0.9582793576768237
48,0.9658149107507412
49,0.972443892335545
50,0.97789031704082
51,0.9827830093671108
52,0.9869253251454021
53,0.9906037850169299
54,0.9944987548569743
55,0.9972557428658989
56,0.9966790402843316
57,0.9930743952597562
58,0.9880177158448876
59,0.9813419528688355
60,0.9719514057809187
61,0.9594259016490254
62,0.943800192427904
63,0.9258494540891324
64,0.9069803018288134
65,0.8878650627987955
66,0.8687192161098425
67,0.8501906601311531
68,0.8327237013651568
69,0.816986283023684
70,0.8043659194505374
71,0.7947427573125687
72,0.786366276820134
73,0.7790793662393036
74,0.7737025638466285
75,0.7692031950666578
76,0.7644635333523604
77,0.7600101058655254
78,0.7556316293567856
79,0.750239799576504
80,0.7442848893942651
81,0.7385704869251419
82,0.7323781943478527
83,0.7253511470518561
84,0.718389283253137
85,0.7113618833546345
86,0.7030563000109802
87,0.6936805388111041
88,0.6844139720833383
89,0.6750089333637359
90,0.6647009759581601
91,0.6540911828459799
92,0.6435163466496181
93,0.6320752743861605
94,0.6201799484630796
95,0.6095265782304368
96,0.6000247563931901
97,0.5905227075879552
98,0.581130454697591
99,0.5719421974636677
100,0.5624225961168631
101,0.5529480264695914
102,0.5438251781942285
103,0.5343629835199205
104,0.524752239291574
105,0.5155980551981965
106,0.5060076058071835
107,0.4955177328086903
108,0.48539617845360966
109,0.4760745822716983
110,0.46674386130674483
111,0.457346435044988
112,0.4480489054647663
113,0.43852488125568145
114,0.42922274794358867
115,0.4211253703498397
116,0.41413688953612277
117,0.40707671967362064
118,0.3988236466498273
119,0.3894762631329615
120,0.38042818653329186
121,0.3722567088942239
122,0.3635881591186681
123,0.35347848002250204
124,0.3428123751344108
125,0.3322227678177693
126,0.3213877880848645
127,0.3107999378834686
128,0.3011852948337192
129,0.2916101651200279
130,0.28117461965380425
131,0.2710089244696332
132,0.2618134678856473
133,0.25245168575282995
134,0.2431526899540623
135,0.23556478453484714
136,0.22878169681371463
137,0.22082343440311
138,0.21273581722388527
139,0.20581997500352886
140,0.19855646630379986
141,0.19018301903395318
142,0.18186956212499358
143,0.17324439829952334
144,0.16363548739961187
145,0.15481321013196028
146,0.14771075312086707
147,0.1405861327275312
148,0.13306097520242155
149,0.1269108509090082
150,0.12233490141333252
151,0.11792953163667862
152,0.11334153130895702
153,0.10873205145608615
154,0.10339980843928859
155,0.09716323366239984
156,0.0913081266597843
157,0.08652897004171414
158,0.08167308429932711
159,0.07595024379228141
160,0.07047405121053538
161,0.06627147761608596
162,0.06279739474859891
163,0.059405521339770534
164,0.05639138909677926
165,0.05406370976134756
166,0.052090655881361914
167,0.04998102782005846
168,0.0477028416317571
169,0.04548593797825251
170,0.04303722223855555
171,0.03985968239777944
172,0.036290551318835254
173,0.03287740659689024
174,0.029398907575517184
175,0.025750848271102366
176,0.020845532088957924
177,0.01693163935979585
178,0.013270221099768366
179,0.009553022096321716
