Class,Peak,Method,Range,Dataset,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,%_Signals_with_Peak
Class1,P1,hilbert,avg,it1,4.223333333333334,0.06864191549546977,4.223949682153986,4.207281284118467,71.0,232.0,229.0,1.01,1.0
Class1,P2,hilbert,avg,it1,3.47822445561139,0.010756339410948222,3.478247206980945,3.3115801026740734,172.0,42.0,128.0,0.7233333333333334,0.6633333333333333
Class1,P3,hilbert,avg,it1,2.5637603795966784,0.007142117387811795,2.563775976511071,2.1032161895450603,251.0,75.0,49.0,1.11,0.9366666666666666
Class2,P1,hilbert,avg,it1,4.948333333333333,0.07878701139789548,4.949020389867912,4.897353881283196,30.0,275.0,270.0,1.0166666666666666,1.0
Class2,P2,hilbert,avg,it1,1.4558303886925794,0.0030232544789984667,1.4558372086294813,1.2049536354474828,270.0,31.0,30.0,1.0233333333333334,0.9433333333333334
Class2,P3,hilbert,avg,it1,1.7293807641633727,0.004968017226413317,1.7293909080461987,1.37550230156094,242.0,44.0,58.0,0.98,0.8433333333333334
Class3,P1,hilbert,avg,it1,3.6181102362204722,0.05230126259064293,3.618525003031722,3.5673431767638015,105.0,153.0,195.0,0.8733333333333333,0.8466666666666667
Class3,P2,hilbert,avg,it1,2.3188888888888886,0.006928777230331381,2.318903329503596,1.830011934092122,290.0,42.0,10.0,1.1166666666666667,1.0
Class3,P3,hilbert,avg,it1,1.280128205128205,0.006188394067578259,1.2801524520412717,1.1230996906254485,257.0,17.0,43.0,0.9233333333333333,0.8666666666666667
Class4,P1,hilbert,avg,it1,,,,,0.0,0.0,67.0,0.41,0.33
Class4,P2,hilbert,avg,it1,56.0,0.29615121128155864,56.00078307970295,56.00078307970295,0.0,1.0,100.0,0.01,0.01
Class4,P3,hilbert,avg,it1,,,,,0.0,0.0,98.0,0.02,0.02
