Class,Peak,Method,Range,Dataset,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,%_Signals_with_Peak
Class1,P1,curvature,avg,it2,5.097533333333334,0.08402963536578666,5.098390203471238,2.788267311540748,168.0,420.0,82.0,2.432,1.0
Class1,P2,curvature,avg,it2,5.2645917001338685,0.030016648069705727,5.264721570766699,3.0161131043555383,201.0,275.0,49.0,2.024,0.996
Class1,P3,curvature,avg,it2,10.079710992412606,0.060953363151388426,10.079927350414938,3.8831541093197317,221.0,675.0,29.0,3.756,0.992
Class2,P1,curvature,avg,it2,5.456695238095238,0.08606243105775319,5.457568267249156,2.9603552694062394,166.0,391.0,84.0,2.324,1.0
Class2,P2,curvature,avg,it2,6.046266016446739,0.038102446783130295,6.046435655155224,2.6105104229829603,224.0,419.0,26.0,2.8,0.996
Class2,P3,curvature,avg,it2,11.215933819764466,0.08805852421086008,11.216321679427304,4.863058738191647,218.0,681.0,32.0,3.784,0.992
Class3,P1,curvature,avg,it2,4.869166666666667,0.08277925604599592,4.8699582446301495,2.8244584560575072,164.0,304.0,86.0,1.944,1.0
Class3,P2,curvature,avg,it2,6.146720214190093,0.04301811314615628,6.146919374442899,2.3775557996931154,224.0,485.0,26.0,3.024,0.996
Class3,P3,curvature,avg,it2,8.773192596876807,0.0694514208339794,8.773499732036742,3.9070031729508825,219.0,513.0,31.0,3.104,0.988
Class4,P1,curvature,avg,it2,,,,,0.0,0.0,12.0,2.66,0.76
Class4,P2,curvature,avg,it2,49.607870370370364,0.4372840904437291,49.60988224136842,46.14080005549977,0.0,63.0,50.0,1.26,0.72
Class4,P3,curvature,avg,it2,,,,,0.0,0.0,13.0,1.38,0.74
