Class,Peak,Method,Range,Dataset,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,%_Signals_with_Peak
Class1,P1,line_distance_3,avg,it2,4.107666666666667,0.04700961032053403,4.107999237534931,3.6682430735095974,126.0,170.0,124.0,1.184,1.0
Class1,P2,line_distance_3,avg,it2,4.346251673360107,0.020586328510446884,4.346328314335951,3.16872533702833,208.0,127.0,42.0,1.34,0.996
Class1,P3,line_distance_3,avg,it2,9.434053379416284,0.055606147011526046,9.43424743225487,4.794449086271029,177.0,413.0,73.0,2.36,0.992
Class2,P1,line_distance_3,avg,it2,5.128,0.06202728718098562,5.128458992601161,4.476385635039079,88.0,212.0,162.0,1.2,1.0
Class2,P2,line_distance_3,avg,it2,4.870430107526881,0.026652283126453413,4.870538215144483,3.1331387273594107,207.0,170.0,43.0,1.508,0.992
Class2,P3,line_distance_3,avg,it2,10.584952766531712,0.08232693045020782,10.58531478031777,5.947536076850646,170.0,390.0,80.0,2.24,0.988
Class3,P1,line_distance_3,avg,it2,4.437349397590362,0.06685991850018903,4.437904420058906,3.71939395904259,117.0,180.0,133.0,1.188,0.996
Class3,P2,line_distance_3,avg,it2,4.746787148594378,0.028461876760698973,4.746913692154423,3.124554700589221,196.0,169.0,54.0,1.46,0.996
Class3,P3,line_distance_3,avg,it2,8.520782726045883,0.06682865044339728,8.521074597959542,4.789608614649519,183.0,289.0,67.0,1.892,0.988
Class4,P1,line_distance_3,avg,it2,,,,,0.0,0.0,17.0,1.42,0.66
Class4,P2,line_distance_3,avg,it2,50.00555555555556,0.4421607749641436,50.007598112593215,46.45648366377344,0.0,56.0,50.0,1.12,0.66
Class4,P3,line_distance_3,avg,it2,,,,,0.0,0.0,12.0,1.34,0.76
