Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,%_Signals_with_Peak
Class1,P1,line_distance_3,59.46633333333334,0.3824866850164776,59.467711794842444,1.2033598270083823,292.0,877.0,8.0,3.8966666666666665,1.0
Class1,P2,line_distance_3,46.63488888888889,0.2641831376454272,46.635795199260635,9.127173081663413,171.0,998.0,129.0,3.8966666666666665,1.0
Class1,P3,line_distance_3,42.81566666666667,0.24803912410144918,42.81650162482244,4.330033759659909,143.0,1026.0,157.0,3.8966666666666665,1.0
Class2,P1,line_distance_3,60.94694444444444,0.2972864474459041,60.94781950986681,4.676788491953985,229.0,950.0,71.0,3.93,1.0
Class2,P2,line_distance_3,47.250611111111105,0.3116687871906616,47.25182061903926,8.340138644730743,180.0,999.0,120.0,3.93,1.0
Class2,P3,line_distance_3,42.02905555555556,0.25721198349416424,42.0300800337114,6.910128417574394,51.0,1128.0,249.0,3.93,1.0
Class3,P1,line_distance_3,60.211999999999996,0.24601861192360672,60.212926405249696,4.437087529634955,241.0,928.0,59.0,3.8966666666666665,1.0
Class3,P2,line_distance_3,44.01988888888889,0.34208384973749467,44.021398283534225,5.263477418178993,170.0,999.0,130.0,3.8966666666666665,1.0
Class3,P3,line_distance_3,41.67677777777778,0.3085424525703454,41.678103299351704,7.703477280213517,31.0,1138.0,269.0,3.8966666666666665,1.0
Class4,P1,line_distance_3,,,,,0.0,0.0,0.0,2.33,1.0
Class4,P2,line_distance_3,39.268499999999996,0.33171816980741503,39.26995916230073,6.3901473058493705,29.0,204.0,71.0,2.33,1.0
Class4,P3,line_distance_3,,,,,0.0,0.0,0.0,2.33,1.0
