Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,Peak_Count,Num_Signals_in_Class,Num_Signals_with_Peak
Class1,P1,line_distance_8,1.5462962962962963,0.0164781673680772,1.5463923024282147,1.5463923024282147,0.36,300.0,108.0
Class1,P2,line_distance_8,19.616838487972508,0.06631696084506195,19.61701521747122,14.189140582890458,1.2666666666666666,300.0,291.0
Class1,P3,line_distance_8,15.942222222222224,0.07502695389858847,15.942461768191912,4.903366331626979,1.65,300.0,300.0
Class2,P1,line_distance_8,4.7756410256410255,0.04441869402666675,4.775953287135938,3.688351554332064,0.8466666666666667,300.0,234.0
Class2,P2,line_distance_8,8.544715447154472,0.02248744368218181,8.544760284148362,6.8455707349918935,0.9133333333333333,300.0,246.0
Class2,P3,line_distance_8,16.030864197530864,0.10703335965743317,16.03129483488344,7.3401609441559375,1.54,300.0,297.0
Class3,P1,line_distance_8,2.0153846153846153,0.035280161091230736,2.015702854059576,2.015702854059576,0.8666666666666667,300.0,260.0
Class3,P2,line_distance_8,6.299657534246576,0.02340623710932561,6.299723067251847,5.736367593447489,1.02,300.0,292.0
Class3,P3,line_distance_8,13.77251461988304,0.05386501506375207,13.772662012738172,8.010634129706824,1.4833333333333334,300.0,285.0
Class4,P1,line_distance_8,,,,,0.0,100.0,0.0
Class4,P2,line_distance_8,4.155172413793103,0.012794326354764641,4.155194105250383,4.155194105250383,0.58,100.0,58.0
Class4,P3,line_distance_8,,,,,0.0,100.0,0.0
