Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,Peak_Count,Num_Signals_in_Class,Num_Signals_with_Peak
Class1,P1,concave_tuned,1.2114537444933922,0.005415201733730106,1.211469447544492,1.211469447544492,0.7566666666666667,300.0,227.0
Class1,P2,concave_tuned,3.033333333333333,0.005209480017524333,3.033338536360335,3.033338536360335,0.1,300.0,30.0
Class1,P3,concave_tuned,1.6740331491712708,0.002315634071169555,1.6740364961534326,1.6740364961534326,0.6033333333333334,300.0,181.0
Class2,P1,concave_tuned,2.4339622641509435,0.013668590136584639,2.434008932526053,2.434008932526053,0.53,300.0,159.0
Class2,P2,concave_tuned,1.7819148936170213,0.0035713941062289825,1.7819203335658025,1.7819203335658025,0.6266666666666667,300.0,188.0
Class2,P3,concave_tuned,1.44,0.001422173441032849,1.4400010445074007,1.4400010445074007,0.16666666666666666,300.0,50.0
Class3,P1,concave_tuned,4.0,0.014192465933417048,4.000027075717876,4.000027075717876,0.03333333333333333,300.0,10.0
Class3,P2,concave_tuned,0.9593023255813954,0.0014955543420891132,0.9593038583461728,0.9593038583461728,0.5733333333333334,300.0,172.0
Class3,P3,concave_tuned,1.4210526315789473,0.0014833330155055648,1.4210537156447682,1.4210537156447682,0.31666666666666665,300.0,95.0
Class4,P1,concave_tuned,,,,,0.41,100.0,41.0
Class4,P2,concave_tuned,1.0833333333333333,0.0006188815399658191,1.0833335522637222,1.0833335522637222,0.12,100.0,12.0
Class4,P3,concave_tuned,,,,,0.0,100.0,0.0
