Class,Peak,Method,Range,Dataset,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,%_Signals_with_Peak
Class1,P1,line_distance_3,avg,it2_smooth_4Hz,2.532,0.016772483650812752,2.5320612664409383,2.5320612664409383,193.0,57.0,57.0,1.0,1.0
Class1,P2,line_distance_3,avg,it2_smooth_4Hz,3.778225806451613,0.017338090341502476,3.77828969915914,3.77828969915914,207.0,41.0,43.0,0.992,0.992
Class1,P3,line_distance_3,avg,it2_smooth_4Hz,7.196,0.03844967642536052,7.196127597428466,7.196127597428466,120.0,130.0,130.0,1.0,1.0
Class2,P1,line_distance_3,avg,it2_smooth_4Hz,3.285140562248996,0.02785494895958834,3.285272755288702,3.285272755288702,154.0,95.0,96.0,0.996,0.996
Class2,P2,line_distance_3,avg,it2_smooth_4Hz,3.8473895582329316,0.01927506626721886,3.8474660860652783,3.8474660860652783,207.0,42.0,43.0,0.996,0.996
Class2,P3,line_distance_3,avg,it2_smooth_4Hz,8.96,0.06208797123516739,8.960241565468843,8.960241565468843,92.0,158.0,158.0,1.0,1.0
Class3,P1,line_distance_3,avg,it2_smooth_4Hz,2.8393574297188753,0.03475683429769081,2.8395925619241567,2.8395925619241567,179.0,70.0,71.0,0.996,0.996
Class3,P2,line_distance_3,avg,it2_smooth_4Hz,4.357723577235772,0.020469849403451437,4.357797177335168,4.357797177335168,163.0,83.0,87.0,0.984,0.984
Class3,P3,line_distance_3,avg,it2_smooth_4Hz,7.684210526315789,0.0543709010486025,7.684425756880877,7.684425756880877,65.0,182.0,185.0,0.988,0.988
Class4,P1,line_distance_3,avg,it2_smooth_4Hz,,,,,0.0,0.0,36.0,0.28,0.28
Class4,P2,line_distance_3,avg,it2_smooth_4Hz,46.0,0.4366496488883571,46.00215529403328,46.00215529403328,0.0,13.0,50.0,0.26,0.26
Class4,P3,line_distance_3,avg,it2_smooth_4Hz,,,,,0.0,0.0,39.0,0.22,0.22
