Class,Peak,Method,Range,Dataset,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,%_Signals_with_Peak
Class1,P1,hilbert,avg,it2_smooth_4Hz,3.2,0.027382985520042574,3.2001303780940034,3.2001303780940034,158.0,92.0,92.0,1.0,1.0
Class1,P2,hilbert,avg,it2_smooth_4Hz,5.6875,0.012854973636104808,5.687526175992992,5.687526175992992,81.0,31.0,169.0,0.448,0.448
Class1,P3,hilbert,avg,it2_smooth_4Hz,2.6376146788990824,0.006953324630798588,2.6376273274853754,2.6376273274853754,168.0,50.0,82.0,0.872,0.872
Class2,P1,hilbert,avg,it2_smooth_4Hz,3.328,0.029324378239802294,3.328144016553062,3.328144016553062,148.0,102.0,102.0,1.0,1.0
Class2,P2,hilbert,avg,it2_smooth_4Hz,2.697247706422018,0.008000600742881408,2.6972636785347186,2.6972636785347186,193.0,25.0,57.0,0.872,0.872
Class2,P3,hilbert,avg,it2_smooth_4Hz,2.6779661016949152,0.00939383310899327,2.6779885417234306,2.6779885417234306,129.0,48.0,121.0,0.708,0.708
Class3,P1,hilbert,avg,it2_smooth_4Hz,4.102362204724409,0.04505444025701604,4.1026380554880975,4.1026380554880975,91.0,36.0,159.0,0.508,0.508
Class3,P2,hilbert,avg,it2_smooth_4Hz,2.7702127659574467,0.007055282065543161,2.7702254962588535,2.744693550960425,198.0,38.0,52.0,0.944,0.94
Class3,P3,hilbert,avg,it2_smooth_4Hz,1.8897058823529411,0.005913846232524269,1.8897181870838826,1.8897181870838826,120.0,16.0,130.0,0.544,0.544
Class4,P1,hilbert,avg,it2_smooth_4Hz,,,,,0.0,0.0,36.0,0.28,0.28
Class4,P2,hilbert,avg,it2_smooth_4Hz,,,,,0.0,0.0,50.0,0.0,0.0
Class4,P3,hilbert,avg,it2_smooth_4Hz,,,,,0.0,0.0,50.0,0.0,0.0
