Class,Peak,Method,Range,Dataset,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,%_Signals_with_Peak
Class1,P1,concave,avg,it2_smooth_4Hz,1.3556485355648535,0.00841162992098022,1.3556874023237186,1.3556874023237186,233.0,6.0,17.0,0.956,0.956
Class1,P2,concave,avg,it2_smooth_4Hz,5.56140350877193,0.012822641670812839,5.5614308167672375,5.5614308167672375,82.0,32.0,168.0,0.456,0.456
Class1,P3,concave,avg,it2_smooth_4Hz,1.778301886792453,0.0029140701053753408,1.7783068867712728,1.7783068867712728,190.0,22.0,60.0,0.848,0.848
Class2,P1,concave,avg,it2_smooth_4Hz,2.261467889908257,0.010298837096563327,2.2615101878280632,2.2615101878280632,174.0,44.0,76.0,0.872,0.872
Class2,P2,concave,avg,it2_smooth_4Hz,2.3225806451612905,0.006645936589046438,2.3225942311832894,2.3225942311832894,193.0,24.0,57.0,0.868,0.868
Class2,P3,concave,avg,it2_smooth_4Hz,1.4969325153374233,0.002482081234035706,1.496936455842661,1.496936455842661,151.0,12.0,99.0,0.652,0.652
Class3,P1,concave,avg,it2_smooth_4Hz,7.0,0.07006796212710678,7.000439895818333,7.000439895818333,36.0,18.0,214.0,0.216,0.216
Class3,P2,concave,avg,it2_smooth_4Hz,1.7280701754385965,0.002520278622787551,1.7280731179127116,1.7280731179127116,214.0,14.0,36.0,0.912,0.912
Class3,P3,concave,avg,it2_smooth_4Hz,1.4594594594594594,0.0018494284326903043,1.459461565675857,1.459461565675857,103.0,8.0,147.0,0.444,0.444
Class4,P1,concave,avg,it2_smooth_4Hz,,,,,0.0,0.0,35.0,0.3,0.3
Class4,P2,concave,avg,it2_smooth_4Hz,,,,,0.0,0.0,50.0,0.0,0.0
Class4,P3,concave,avg,it2_smooth_4Hz,,,,,0.0,0.0,50.0,0.0,0.0
