Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,Peak_Count,Num_Signals_in_Class,Num_Signals_with_Peak
Class1,P1,modified_scholkmann_1_95,2.6620701625418604,0.009150481137688371,2.6620914338529134,0.9434095120514817,2.112,250.0,106.0
Class1,P2,modified_scholkmann_1_95,18.400239705198384,0.061344125875381114,18.400465226591752,15.305973401802007,2.684,250.0,121.0
Class1,P3,modified_scholkmann_1_95,8.808988601052093,0.03165323268429271,8.809074192825689,5.7990204433086525,5.6,250.0,189.0
Class2,P1,modified_scholkmann_1_95,12.222222222222223,0.034147578940320736,12.222299401863674,10.26676496034535,0.552,250.0,30.0
Class2,P2,modified_scholkmann_1_95,6.73364908992816,0.01635747295832586,6.733679899348377,4.125603007315375,6.28,250.0,215.0
Class2,P3,modified_scholkmann_1_95,17.426484547574596,0.11100409631974475,17.42693196251039,13.806111377368241,6.388,250.0,211.0
Class3,P1,modified_scholkmann_1_95,,,,,0.0,250.0,0.0
Class3,P2,modified_scholkmann_1_95,3.7774796929726504,0.009857569778916784,3.7774999604679977,1.3615111466855214,6.216,250.0,213.0
Class3,P3,modified_scholkmann_1_95,16.82174592164471,0.1170826412699762,16.82227442534401,11.267679003295934,8.92,250.0,247.0
Class4,P1,modified_scholkmann_1_95,,,,,0.0,50.0,0.0
Class4,P2,modified_scholkmann_1_95,1.6121693121693121,0.0011099582679949915,1.6121700572787725,0.22222251035224647,1.58,50.0,18.0
Class4,P3,modified_scholkmann_1_95,,,,,0.0,50.0,0.0
