Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,Peak_Count,Num_Signals_in_Class,Num_Signals_with_Peak
Class1,P1,curvature,2.291497975708502,0.03204919423835579,2.291740218424947,2.291740218424947,0.988,250.0,247.0
Class1,P2,curvature,1.9230769230769231,0.013472800287054684,1.9231343457097032,1.9231343457097032,0.416,250.0,104.0
Class1,P3,curvature,6.186868686868687,0.01728117647880742,6.186901566015782,6.050535920857195,0.4,250.0,99.0
Class2,P1,curvature,2.912,0.04742537364204688,2.9124100590262922,2.9124100590262922,1.0,250.0,250.0
Class2,P2,curvature,2.75,0.010393049137306215,2.750029435974842,2.7353235980864135,0.684,250.0,170.0
Class2,P3,curvature,6.415384615384616,0.032623397836783974,6.415493853740159,6.415493853740159,0.52,250.0,130.0
Class3,P1,curvature,2.0454545454545454,0.03878154305310856,2.04585109975003,2.04585109975003,0.968,250.0,242.0
Class3,P2,curvature,2.130434782608696,0.008473497120133284,2.130462350373496,2.130462350373496,0.644,250.0,161.0
Class3,P3,curvature,9.077922077922079,0.04359080246444887,9.078069613328903,9.078069613328903,0.616,250.0,154.0
Class4,P1,curvature,,,,,0.52,50.0,25.0
Class4,P2,curvature,8.411764705882353,0.06564690306767071,8.412067904627177,8.412067904627177,0.34,50.0,17.0
Class4,P3,curvature,,,,,0.1,50.0,5.0
