Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,Peak_Count,Num_Signals_in_Class,Num_Signals_with_Peak
Class1,P1,hilbert,3.2580645161290325,0.028813601123247875,3.2582045838586438,3.2582045838586438,0.248,250.0,62.0
Class1,P2,hilbert,16.50657894736842,0.042997133460779734,16.506680543881917,15.539574386157343,0.328,250.0,76.0
Class1,P3,hilbert,5.316742081447964,0.012434173027934004,5.316768084965824,3.941195899563942,0.976,250.0,221.0
Class2,P1,hilbert,2.3011363636363638,0.02996920834247618,2.301363178621848,2.301363178621848,0.704,250.0,176.0
Class2,P2,hilbert,7.083333333333333,0.01585121557483936,7.083364255392049,6.82641960161691,0.588,250.0,144.0
Class2,P3,hilbert,12.591836734693878,0.07289452388917983,12.592120873691343,9.530856639027746,0.944,250.0,196.0
Class3,P1,hilbert,1.6,0.01887860696304905,1.6001204476850857,1.5778976064342665,0.184,250.0,45.0
Class3,P2,hilbert,3.3230337078651684,0.007829373708732814,3.323048470278216,3.297767582768367,0.716,250.0,178.0
Class3,P3,hilbert,20.99271844660194,0.10960416876504148,20.993123182553735,17.738258079944064,1.028,250.0,206.0
Class4,P1,hilbert,,,,,0.0,50.0,0.0
Class4,P2,hilbert,2.0,0.0004657492312132583,2.0000000759964305,2.0000000759964305,0.08,50.0,4.0
Class4,P3,hilbert,,,,,0.0,50.0,0.0
