Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,TP,FP,FN,Peak_Count,%_Signals_with_Peak
Class1,P1,concave,2.9508196721311477,0.018745991985135147,2.9508895325735667,2.9508895325735667,77.0,45.0,173,0.488,0.488
Class1,P2,concave,17.33132530120482,0.05747559994300015,17.331581130270678,16.674954248348303,22.0,66.0,228,0.352,0.332
Class1,P3,concave,4.5717592592592595,0.012296175450050486,4.571786640964094,3.208355015888358,167.0,69.0,83,0.944,0.864
Class2,P1,concave,5.1847133757961785,0.0314530478844977,5.184861772162282,5.146646168389586,64.0,94.0,186,0.632,0.628
Class2,P2,concave,10.041436464088397,0.024295362648658704,10.041485220824752,7.558052154946021,96.0,127.0,154,0.892,0.724
Class2,P3,concave,14.130434782608695,0.08218467790286237,14.130739395386508,10.935057541211949,108.0,115.0,142,0.892,0.736
Class3,P1,concave,5.375,0.028627579458677402,5.375081991133854,5.375081991133854,2.0,6.0,248,0.032,0.032
Class3,P2,concave,2.717948717948718,0.008226681644171485,2.7179663422938316,2.7179663422938316,163.0,32.0,87,0.78,0.78
Class3,P3,concave,20.09090909090909,0.11289242686301905,20.091333291889622,17.827689526300595,56.0,202.0,194,1.032,0.88
Class4,P1,concave,,,,,0.0,0.0,50,0.0,0.0
Class4,P2,concave,1.4444444444444444,0.002834384932860775,1.4444509532432817,1.4444509532432817,9.0,0.0,41,0.18,0.18
Class4,P3,concave,,,,,0.0,0.0,50,0.0,0.0
