Class,Peak,Method,Mean_X_Error,Mean_Y_Error,Mean_XY_Error,Min_XY_Error,Peak_Count,Num_Signals_in_Class,Num_Signals_with_Peak
Class1,P1,line_distance_10,3.0120967741935485,0.03062505410310324,3.0122644165338297,3.0122644165338297,0.8266666666666667,300.0,248.0
Class1,P2,line_distance_10,14.969348659003831,0.053415610844077185,14.969493395711684,6.394714372876908,1.3566666666666667,300.0,261.0
Class1,P3,line_distance_10,11.86154345006485,0.05665772833486838,11.86172701963677,3.097317482650159,1.3933333333333333,300.0,257.0
Class2,P1,line_distance_10,8.734200743494425,0.05547984988594895,8.734528087501156,5.799642459237242,1.1633333333333333,300.0,269.0
Class2,P2,line_distance_10,5.663732394366197,0.018329188776007442,5.663771779053624,2.4436844186308435,1.2,300.0,284.0
Class2,P3,line_distance_10,11.586588541666666,0.08620036715052744,11.586974117403042,3.69146493579611,1.3433333333333333,300.0,256.0
Class3,P1,line_distance_10,3.6545454545454548,0.051693464427324864,3.6549394302674507,3.6549394302674507,0.9166666666666666,300.0,275.0
Class3,P2,line_distance_10,6.321305841924398,0.022404549741659938,6.3213667291774955,2.9141378020935633,1.34,300.0,291.0
Class3,P3,line_distance_10,11.655357142857143,0.04742535300899494,11.655496294075865,3.9357556400352327,1.5633333333333332,300.0,280.0
Class4,P1,line_distance_10,,,,,2.35,100.0,96.0
Class4,P2,line_distance_10,4.030769230769231,0.015743915321340764,4.030804042655904,4.030804042655904,0.65,100.0,65.0
Class4,P3,line_distance_10,,,,,2.35,100.0,96.0
